C0000731  ABDOMINAL DISTENTION
C2167188  TMJ left tissue injury laceration direction
C2167189  TMJ left tissue injury laceration direction horizontal
C2167190  TMJ left tissue injury laceration direction vertical
C2167191  TMJ left tissue injury laceration edges
C2167192  TMJ left tissue injury laceration edges ragged
C2167193  TMJ left tissue injury laceration extending into muscle
C2167194  TMJ left tissue injury laceration extending to bone
C2167195  TMJ left tissue injury laceration extending to fascia
C2167196  TMJ left tissue injury laceration full thickness
C2167197  inferior lateral to superior medial laceration of left temporomandibular joint (physical finding)
C2167198  TMJ left tissue injury laceration length ___ cm
C2167199  TMJ left tissue injury laceration multiple
C2167200  laceration of left temporomandibular joint with adequately approximated postsuture edges (physical finding)
C2167201  laceration of left temporomandibular joint with approximation of postsuture edges
C2167202  laceration of left temporomandibular joint with poorly approximated postsuture edges (physical finding)
C2167203  laceration of left temporomandibular joint with well approximated postsuture edges (physical finding)
C2167204  TMJ left tissue injury laceration shape
C2167205  TMJ left tissue injury laceration shape angulated
C2167206  TMJ left tissue injury laceration shape angulated L-shaped
C2167207  TMJ left tissue injury laceration shape angulated V-shaped
C2167208  TMJ left tissue injury laceration shape angulated Y-shaped
C2167209  TMJ left tissue injury laceration shape curvilinear
C2167210  TMJ left tissue injury laceration shape irregular
C2167211  TMJ left tissue injury laceration shape jagged
C2167212  TMJ left tissue injury laceration shape straight
C2167213  TMJ left tissue injury laceration staples in place
C2167214  TMJ left tissue injury laceration sterile strips in place
C2167215  TMJ left tissue injury laceration subcutaneous
C2167216  TMJ left tissue injury laceration superficial
C2167217  superior lateral to inferior medial laceration of left temporomandibular joint
C2167218  TMJ left tissue injury laceration sutures in place
C2167219  TMJ left tissue injury laceration weeping
C2167220  TMJ left tissue injury laceration weeping bloody
C2167221  TMJ left tissue injury laceration weeping purulent
C2167222  TMJ left tissue injury laceration weeping serosanguineous
C2167223  TMJ left tissue injury laceration weeping serous
C2167224  TMJ left tissue injury laceration width ___ cm
C2167225  TMJ left tissue injury laceration with aligned margins
C2167882  splenic bruit (LUQ)
C2168529  lesion of Cupid's bow of lip
C2168590  cutaneous lesion of lower lip (physical finding)
C2168591  cutaneous lesions on the entire lower lip
C2168592  cutaneous lesions on the left lower lip
C2168593  cutaneous lesions on the right lower lip
C2168594  cutaneous lesion of upper lip (physical finding)
C2168595  cutaneous lesions on the entire upper lip
C2168596  cutaneous lesions on the left upper lip
C2168597  cutaneous lesions on the right upper lip
C2168598  mucocutaneous lesion of lip (physical finding)
C2168599  mucocutaneous lesion of lower lip (physical finding)
C2168600  mucocutaneous lesions on the entire lower lip
C2168601  mucocutaneous lesions on the left lower lip
C2168602  mucocutaneous lesions on the right lower lip
C2168603  mucocutaneous lesion of upper lip (physical finding)
C2168604  mucocutaneous lesions on the entire upper lip
C2168605  mucocutaneous lesions on the left upper lip
C2168606  mucocutaneous lesions on the right upper lip
C2168607  lesion of vermilion border of lower lip (physical finding)
C2168608  lesion of vermilion border of entire lower lip
C2168609  lesion of vermilion border of left lower lip (physical finding)
C2168610  lesion of vermilion border of right lower lip
C2168611  lesion of vermilion border of upper lip (physical finding)
C2168612  lesion of vermilion border of entire upper lip (physical finding)
C2168613  lesion of vermilion border of left upper lip (physical finding)
C2168614  lesion of vermilion border of right upper lip
C2168641  lesions on the face lip upper
C2169460  bowel movement frequency recent change
C2169539  recent decrease in frequency of bowel movements
C2169569  recent increase in frequency of bowel movements
C2169705  bloody rectal discharge was observed
C2169706  rectal discharge diarrhea (physical finding)
C2169749  rectal mass bilaterally ___cm
C2169750  rectal mass ___cm moveable
C2169751  rectal mass on the left ___cm
C2169752  rectal mass on the right ___cm
C2169753  full-thickness rectal prolapse was observed
C2169754  mucosal rectal prolapse was observed
C2169771  anterior rectal tenderness was observed
C2169772  rectal tenderness was observed on the left side
C2169773  posterior rectal tenderness was observed
C2169774  rectal tenderness was observed on the right side
C2169775  rectal ulcer bilaterally (physical finding)
C2169776  rectal ulcer left side (___ cm)
C2169778  rectal ulcer right side (___ cm)
C2169780  multiple rectal ulcerations
C2169781  single rectal ulceration (physical finding)
C2169786  rectovaginal pouch mass (___ cm)
C2169877  referred rebound abdominal tenderness
C2169984  removable partial lower dentures from specified tooth (#___) (physical finding)
C2170165  renal artery bruit heard in left abdomen
C2170166  renal artery bruit heard in left flank (physical finding)
C2170167  renal artery bruit heard in right abdomen (physical finding)
C2170168  renal artery bruit heard in right flank
C2170660  tuberculosis of gallbladder bacteriology and histology not done (diagnosis)
C2170661  tuberculosis of gallbladder bacteriology and histology unknown (diagnosis)
C2170674  tuberculosis of liver bacteriology and histology not done
C2170675  tuberculosis of liver bacteriology and histology unknown
C2170702  tuberculosis of pancreas bacteriology and histology not done (diagnosis)
C2170703  tuberculosis of pancreas bacteriology and histology unknown
C2170716  tuberculosis of parotid gland bacteriology and histology not done (diagnosis)
C2170717  tuberculosis of parotid gland bacteriology and histology unknown (diagnosis)
C2170746  tuberculosis of tonsils bacteriology and histology not done
C2170747  tuberculosis of tonsils bacteriology and histology unknown (diagnosis)
C2171274  ulcer around left side of mouth stage
C2171275  ulcer around left side of mouth stage I (physical finding)
C2171276  ulcer around left side of mouth stage II (physical finding)
C2171277  ulcer around left side of mouth stage III
C2171278  ulcer around left side of mouth stage IV (physical finding)
C2171279  ulcer around left side of mouth surrounded by callus
C2171280  ulcer around left side of mouth tissue base
C2171281  ulcer around left side of mouth tissue base fibrosis
C2171282  ulcer around left side of mouth tissue base gangrene
C2171283  ulcer around left side of mouth tissue base granulation (physical finding)
C2171284  ulcer around left side of mouth tissue base necrosis
C2171285  ulcer around left side of mouth with atrophic unbroken skin (physical finding)
C2171286  ulcer around left side of mouth with deep abscess (physical finding)
C2171287  ulcer around left side of mouth with full thickness skin loss (physical finding)
C2171288  ulcer around left side of mouth with nonblanching erythema
C2171289  ulcer around left side of mouth with skin loss
C2171290  ulcer around left side of mouth with subcutaneous necrosis (physical finding)
C2171291  ulcer around right side of mouth stage (physical finding)
C2171292  ulcer around right side of mouth stage I
C2171293  ulcer around right side of mouth stage II
C2171294  ulcer around right side of mouth stage III (physical finding)
C2171295  ulcer around right side of mouth stage IV (physical finding)
C2171296  ulcer around right side of mouth surrounded by callus (physical finding)
C2171297  ulcer around right side of mouth tissue base (physical finding)
C2171298  ulcer around right side of mouth tissue base fibrosis
C2171299  ulcer around right side of mouth tissue base gangrene (physical finding)
C2171300  ulcer around right side of mouth tissue base granulation (physical finding)
C2171301  ulcer around right side of mouth tissue base necrosis (physical finding)
C2171302  ulcer around right side of mouth with atrophic unbroken skin
C2171303  ulcer around right side of mouth with deep abscess (physical finding)
C2171304  ulcer around right side of mouth with full thickness skin loss (physical finding)
C2171305  ulcer around right side of mouth with nonblanching erythema
C2171306  ulcer around right side of mouth with skin loss (physical finding)
C2171307  ulcer around right side of mouth with subcutaneous necrosis
C2172430  ulcer of nasolabial groove (#___) (physical finding)
C2172431  depth of ulcer of nasolabial groove (physical finding)
C2172432  ulcer of nasolabial groove full thickness (physical finding)
C2172433  multiple ulcers of nasolabial groove (physical finding)
C2172434  ulcer of nasolabial groove stage
C2172435  ulcer of nasolabial groove stage I (physical finding)
C2172436  ulcer of nasolabial groove stage II (physical finding)
C2172437  ulcer of nasolabial groove stage III (physical finding)
C2172438  ulcer of nasolabial groove stage IV (physical finding)
C2172439  ulcer of nasolabial groove surrounded by callus (physical finding)
C2172440  ulcer of nasolabial groove tissue base (physical finding)
C2172441  ulcer of nasolabial groove tissue base fibrosis
C2172442  ulcer of nasolabial groove tissue base gangrene (physical finding)
C2172443  ulcer of nasolabial groove tissue base granulation (physical finding)
C2172444  ulcer of nasolabial groove tissue base necrosis (physical finding)
C2172445  width of ulcer of nasolabial groove
C2172446  ulcer of nasolabial groove with atrophic unbroken skin (physical finding)
C2172447  ulcer of nasolabial groove with deep abscess (physical finding)
C2172448  ulcer of nasolabial groove with full thickness skin loss (physical finding)
C2172449  ulcer of nasolabial groove with nonblanching erythema (physical finding)
C2172450  ulcer of nasolabial groove with partial thickness skin loss
C2172451  ulcer of nasolabial groove with skin loss (physical finding)
C2172452  ulcer of nasolabial groove with subcutaneous necrosis
C2172453  ulcer of nasolabial groove with subcutaneous tissue exposed
C2174316  hard palate white patch
C2174504  central epithelial dendritic keratitis was observed
C2174505  mid-peripheral epithelial dendritic keratitis was observed
C2174506  mid-peripheral dendritic keratitis at specified location
C2174507  limbal epithelial dendritic keratitis was observed
C2174508  dendritic keratitis of limbus at specified location (physical finding)
C2174921  dry buccal mucosa
C2175066  edema of macula of right eye (physical finding)
C2175067  edema of upper macula of right eye (physical finding)
C2175068  edema of lower macula of right eye (physical finding)
C2175069  edema of outer macula of right eye (physical finding)
C2175070  edema of inner macula of right eye (physical finding)
C2175071  edema of central aspect of macula of right eye (physical finding)
C2175090  macular edema of left eye
C2175091  edema of upper macula of left eye (physical finding)
C2175092  edema of lower macula of left eye (physical finding)
C2175093  edema of outer macula of left eye
C2175094  edema of inner macula of left eye (physical finding)
C2175095  edema of central aspect of macula of left eye
C2175647  desquamation of cheek (physical finding)
C2175648  desquamation of right cheek
C2175649  desquamation of right upper cheek (physical finding)
C2175650  desquamation of right lower cheek
C2175651  desquamation of right medial cheek
C2175652  desquamation of right lateral cheek
C2175653  desquamation of left cheek (physical finding)
C2175654  desquamation of left upper cheek
C2175655  desquamation of left lower cheek
C2175656  desquamation of left medial cheek
C2175657  desquamation of left lateral cheek
C2175658  desquamation of both cheeks (physical finding)
C2175680  desquamation of nasolabial groove (physical finding)
C2175689  desquamation of philtrum
C2175699  desquamation of skin portion of lip (physical finding)
C2175700  desquamation of vermilion border of lip
C2175701  desquamation of upper lip (physical finding)
C2175702  desquamation of right upper lip
C2175703  desquamation of left upper lip (physical finding)
C2175704  desquamation of entire upper lip (physical finding)
C2175705  desquamation of lower lip (physical finding)
C2175706  desquamation of right lower lip (physical finding)
C2175707  desquamation of left lower lip
C2175708  desquamation of entire lower lip
C2175717  desquamation along jaw line
C2175718  desquamation along right jaw line (physical finding)
C2175719  desquamation along left jaw line
C2175720  desquamation along anterior jaw line (physical finding)
C2175721  desquamation along posterior jaw line (physical finding)
C2175722  desquamation along entire jaw line (physical finding)
C2175975  desquamation on anal region (physical finding)
C2176204  upper abdominal aortic bruit (physical finding)
C2176205  lower midline abdominal bruit
C2180404  right costovertebral angle tenderness (physical finding)
C2180462  self-care eating and drinking finger feeds independently
C2180463  self-care eating and drinking finger feeds with supervision
C2180464  self-care eating & drinking finger feeds with contact guard
C2180465  self-care eating & drinking finger feeds minimum assistance
C2180466  self-care eating & drinking finger feeds moderate assistance
C2180467  self-care eating and drinking finger feeds dependently
C2180537  abdominal wall puncture wound consistent with bullet entry bullet #___
C2180538  puncture of abdominal wall consistent with entry wound of multiple bullets (physical finding)
C2180539  abdominal wall puncture wound consistent with bullet exit bullet #___
C2180540  abdominal puncture wound consistent with exit of multiple bullets
C2180541  TMJ right tissue injury bite
C2180569  TMJ right tissue injury laceration
C2180570  TMJ right tissue injury laceration multiple
C2180571  TMJ right tissue injury laceration bleeding
C2180572  TMJ right tissue injury laceration bleeding arterial
C2180573  TMJ right tissue injury laceration bleeding venous
C2180574  TMJ right tissue injury laceration bleeding tissue
C2180575  TMJ right tissue injury laceration weeping
C2180576  TMJ right tissue injury laceration weeping serous
C2180577  TMJ right tissue injury laceration weeping serosanguineous
C2180578  TMJ right tissue injury laceration weeping bloody
C2180579  TMJ right tissue injury laceration weeping purulent
C2180580  TMJ right tissue injury laceration with aligned margins
C2180581  TMJ right tissue injury laceration length ___ cm
C2180582  TMJ right tissue injury laceration width ___ cm
C2180583  TMJ right tissue injury laceration shape
C2180584  TMJ right tissue injury laceration shape straight
C2180585  TMJ right tissue injury laceration shape curvilinear
C2180586  TMJ right tissue injury laceration shape angulated
C2180587  TMJ right tissue injury laceration shape angulated V-shaped
C2180588  TMJ right tissue injury laceration shape angulated Y-shaped
C2180589  TMJ right tissue injury laceration shape angulated L-shaped
C2180590  TMJ right tissue injury laceration shape irregular
C2180591  TMJ right tissue injury laceration direction
C2180592  TMJ right tissue injury laceration direction vertical
C2180593  TMJ right tissue injury laceration direction horizontal
C2180594  superior lateral to inferior medial laceration of right temporomandibular joint
C2180595  inferior lateral to superior medial laceration of right temporomandibular joint (physical finding)
C2180596  TMJ right tissue injury laceration dehiscence
C2181178  abdominal ultrasound mass of hepatopancreatic duct
C2181180  endoscopic retrograde cholangiopancreatography (ERCP) pancreatic mass ampulla of Vater ___cm
C2181182  CT of abdomen mass of ampulla of Vater
C2181184  abdominal MRI mass of ampulla of Vater
C2181186  MRCP pancreas mass ampulla of Vater ___cm
C2181187  MRCP pancreas ____cm cyst ampulla of Vater
C2181198  ultrasound abdominal liver infarct
C2181199  abdominal ultrasound liver mass ___cm
C2181200  ultrasound abdominal liver mass ___cm echogenicity
C2181201  ultrasound abdominal liver cystic
C2181202  ultrasound abdominal liver A-V fistula
C2181396  abdominal computed tomography alimentary tract obstruction small intestinal
C2181480  endoscopic ultrasound pancreas mass (___ cm)
C2181481  endoscopic ultrasound pancreas mass uncinate ___cm
C2181482  endoscopic ultrasound pancreas mass head ___cm
C2181483  endoscopic ultrasound pancreas mass body ___cm
C2181484  endoscopic ultrasound pancreas mass tail ___cm
C2181485  endoscopic ultrasound pancreatic ___cm mass echogenicity
C2181496  X-ray UGI Ba swallow- gastric motility accelerated emptying
C2181499  MRCP common bile duct stricture middle
C2182645  18-month milestones: uses a spoon (symptom)
C2183205  laparoscopy (diagnostic) appendix mass (___ cm)
C2183206  laparoscopy (diagnostic) large intestine cyst (___ cm)
C2183207  laparoscopy (diagnostic) large intestine mass (___ cm)
C2183218  laparoscopy (diagnostic) small intestine mass (___ cm)
C2183446  dysphagia worse with liquids than solids
C2183447  difficulty swallowing solids more than liquids (symptom)
C2183681  bowel sounds diminished or absent
C2183768  direct abdominal tenderness (physical finding)
C2183769  abdomen tenderness direct epigastric
C2183773  direct LLQ tenderness
C2183774  direct left upper quadrant tenderness
C2183775  abdomen tenderness direct periumbilical
C2183776  direct tenderness in right lower quadrant
C2183777  abdomen tenderness direct RUQ
C2183778  direct tenderness in suprapubic region
C2183813  discoloration of multiple teeth
C2183814  teeth discoloration single
C2183968  crepitus of lip (physical finding)
C2183969  ecchymosis of lip (physical finding)
C2183970  the lips showed non-pitting edema
C2183971  lip epithelial lesion bulla (___ cm)
C2183973  lip epithelial lesion erythroplakia (___ cm)
C2183974  follicular lesion of lip (physical finding)
C2183975  lip epithelial lesion leukoplakia (___ cm)
C2183976  lip epithelial lesion macule (___ cm)
C2183977  lip epithelial lesion papule (___ cm)
C2183978  lip epithelial lesion patch (___ cm)
C2183979  lip epithelial lesion patch white (___ cm)
C2183980  petechial hemorrhage of lip (physical finding)
C2183981  rugae of lip (physical finding)
C2183982  tender epithelial lesion of lip
C2183983  lip epithelial lesion vesicle (___ cm)
C2183991  lip exposed bone (physical finding)
C2183992  exudate of lip (physical finding)
C2183993  clear exudate of lip (physical finding)
C2183994  fibrinous exudate of lip (physical finding)
C2183995  green exudate of lip (physical finding)
C2183996  serosanguineous exudate of lip
C2183997  tenacious exudate of lip
C2183998  tenacious blue or black exudate of lip
C2183999  tenacious gray exudate of lip (physical finding)
C2184000  tenacious gray-yellow exudate of lip
C2184001  tenacious white exudate of lip (physical finding)
C2184002  yellow exudate of lip
C2184006  keratosis of lip (physical finding)
C2184007  color of lesion of lip (physical finding)
C2184008  black lesion of lip (physical finding)
C2184009  red lesion of lip (physical finding)
C2184010  white lesion of lip
C2184011  lip lesion depth (___ cm)
C2184012  epithelial lesion of lip (physical finding)
C2184013  lip lesion length (___ cm)
C2184014  mass of lip (physical finding)
C2184015  neuroma-like mass of lip (physical finding)
C2184017  the lip lesion had well-defined margins
C2184018  lip lesion width (___ cm)
C2184019  mass of lip with bruit (physical finding)
C2184020  compressible mass of lip (physical finding)
C2184021  cystic mass of lip
C2184022  exophytic mass of lip
C2184023  firm mass of lip (physical finding)
C2184024  fixed mass of lip
C2184025  fluctuant mass of lip
C2184026  friable mass of lip
C2184027  granulomatous mass of lip (physical finding)
C2184028  hard mass of lip (physical finding)
C2184029  hemorrhagic mass of lip (physical finding)
C2184030  indurated mass of lip (physical finding)
C2184031  nodular mass of lip (physical finding)
C2184032  papillomatous mass of lip
C2184033  pedunculated mass of lip
C2184034  polypoid mass of lip
C2184035  pulsatile mass of lip (physical finding)
C2184036  sessile mass of lip
C2184037  soft mass of lip (physical finding)
C2184038  submucosal mass of lip
C2184039  tender mass of lip
C2184040  ulcerated mass of lip
C2184041  lip mucosal findings (physical finding)
C2184042  the lips exhibited a positive Nikolsky's sign
C2184043  lip papule (___cm) white to yellow with zone of erythema
C2184044  lip pierced for ornamentation
C2184052  rhagades of lip
C2184053  satellite lesions of lip (physical finding)
C2184054  lip ulcer (___ cm) erythematous
C2184055  lip ulcer (___ cm) grayish center surrounded by red areola
C2184056  lip ulcer (___ cm) nontender
C2184254  localized teeth discoloration
C2185961  low rectovaginal fistula (physical finding)
C2185963  low vesicovaginal fistula
C2187422  retromolar trigone abscess (___mm)
C2187427  edema of retromolar trigone (physical finding)
C2187432  retromolar trigone epithelial lesion leukoplakia (___ cm)
C2187468  mass of retromolar trigone
C2187469  nodule of retromolar trigone (physical finding)
C2187472  mass of retromolar trigone with bruit (physical finding)
C2187473  compressible mass of retromolar trigone (physical finding)
C2187474  cystic mass of retromolar trigone
C2187475  exophytic mass of retromolar trigone
C2187476  firm mass of retromolar trigone (physical finding)
C2187477  fixed mass of retromolar trigone (physical finding)
C2187478  fluctuant mass of retromolar trigone (physical finding)
C2187479  friable mass of retromolar trigone (physical finding)
C2187480  granulomatous mass of retromolar trigone (physical finding)
C2187481  hard mass of retromolar trigone
C2187482  hemorrhagic mass of retromolar trigone
C2187483  indurated mass of retromolar trigone (physical finding)
C2187484  nodular mass of retromolar trigone (physical finding)
C2187485  papillomatous mass of retromolar trigone (physical finding)
C2187486  pedunculated mass of retromolar trigone
C2187487  polypoid mass of retromolar trigone (physical finding)
C2187488  pulsatile mass of retromolar trigone
C2187489  sessile mass of retromolar trigone
C2187490  soft mass of retromolar trigone (physical finding)
C2187491  submucosal mass of retromolar trigone (physical finding)
C2187492  tender mass of retromolar trigone
C2187493  ulcerated mass of retromolar trigone
C2187956  abdomen umbilical stump bleeding
C2187957  abdomen umbilical stump discharge
C2187958  abdomen umbilical stump discharge purulent
C2188002  unclean wound of anus
C2188255  X-ray UGI esophageal motility diffuse esophageal spasm
C2188256  upper GI series x-ray hypertensive lower sphincter
C2189019  vagina laceration anterior wall (cm) actively bleeding
C2189020  vagina laceration anterior wall (cm) discharge
C2189021  vagina laceration anterior wall (cm) discharge mucous
C2189022  vagina laceration anterior wall (cm) discharge purulent
C2189023  size of laceration on anterior vaginal wall with serosanguineous discharge (physical finding)
C2189024  vagina laceration anterior wall (___ cm)
C2189025  vagina laceration anterior wall bilaterally (___ cm)
C2189026  vagina laceration anterior wall left (___ cm)
C2189027  vagina laceration anterior wall right (___ cm)
C2189028  vagina laceration fourchette (___ cm)
C2189029  vagina laceration posterior wall (cm) actively bleeding
C2189030  vagina laceration posterior wall (cm) discharge
C2189031  vagina laceration posterior wall (cm) discharge mucous
C2189032  vagina laceration posterior wall (cm) discharge purulent
C2189033  size of laceration on posterior vaginal wall with serosanguineous discharge
C2189034  vagina laceration posterior wall (___ cm)
C2189035  vagina laceration posterior wall bilaterally (___ cm)
C2189036  vagina laceration posterior wall left (___ cm)
C2189037  vagina laceration posterior wall right (___ cm)
C2189038  vagina laceration sidewall (cm) actively bleeding
C2189039  vagina laceration sidewall (cm) discharge
C2189040  vagina laceration sidewall (cm) discharge mucous
C2189041  vagina laceration sidewall (cm) discharge purulent
C2189042  vagina laceration sidewall (cm) discharge serosanguineous
C2189043  vagina laceration sidewall (___ cm)
C2189044  vagina laceration sidewall bilaterally (___ cm)
C2189045  vagina laceration sidewall left (___ cm)
C2189046  vagina laceration sidewall right (___ cm)
C2195744  bitemporal wasting
C2196644  white patches of posterior wall of pharynx (physical finding)
C2197028  bilateral costovertebral angle tenderness (physical finding)
C2197137  abdominal tissue injury puncture consistent with shrapnel entry wound
C2197138  abdominal wall puncture wound consistent with shrapnel entry fragment #___
C2197139  abdominal tissue puncture consistent with shrapnel entry multiple fragments
C2197140  abdominal tissue injury puncture consistent with shrapnel exit wound
C2197141  abdominal tissue puncture consistent with shrapnel exit fragment #___
C2197142  abdominal tissue puncture consistent with shrapnel exit multiple fragments
C2197245  bleeding of maxillary gingiva
C2197246  bleeding of mandibular gingiva (physical finding)
C2197247  bleeding of buccal surface of maxillary gingiva on right (physical finding)
C2197248  bleeding of buccal surface of maxillary gingiva on left
C2197249  bleeding of palatal surface of lower gums
C2197250  bleeding of palatal surface of lower gums anteriorly
C2197251  bleeding of palatal surface of lower gums on right
C2197252  bleeding of palatal surface of maxillary gingiva on left
C2197253  bleeding of buccal surface of mandibular gingiva on right (physical finding)
C2197254  bleeding of buccal surface of mandibular gingiva on left
C2197255  bleeding of lingual surface of mandibular gingiva anteriorly (physical finding)
C2197256  bleeding of lingual surface of mandibular gingiva
C2197257  bleeding of lingual surface of mandibular gingiva on right (physical finding)
C2197258  bleeding of lingual surface of upper gums on left
C2197283  1st supernumerary tooth at position no. ___
C2197359  muscle spasm of right lower back (physical finding)
C2197360  muscle spasm in right lower paraspinal region (physical finding)
C2197361  muscle spasm in left lower paraspinal region
C2197362  muscle spasm of left lower back (physical finding)
C2197448  erythroplakia of buccal mucosa (physical finding)
C2197449  mass of buccal mucosa (physical finding)
C2197450  mass of buccal mucosa with well-defined margins (physical finding)
C2197451  fixed mass of buccal mucosa
C2197452  tender mass of buccal mucosa (physical finding)
C2197453  mass of buccal mucosa with overlying mucosal changes (physical finding)
C2197454  firm mass of buccal mucosa (physical finding)
C2197732  abdomen tenderness disproportionate to injury
C2197886  dry abdominal wall incision
C2197887  incision of abdominal wall with uniform healing ridge
C2197888  abdomen tissue injury incision well-opposed edges
C2197889  erythematous incision of abdominal wall (physical finding)
C2197890  indurated incision of abdominal wall (physical finding)
C2197891  incision of abdominal wall with tube drainage
C2197892  abdominal tissue incision tube drainage of ___ ml per hour
C2197893  abdomen tissue injury incision tube drainage of ___ ml per day
C2197894  abdominal wall incision tube drainage of ___ ml total
C2198677  distance of abdominal tissue injury above pubic symphysis (physical finding)
C2198678  distance of abdominal tissue injury below costal margin
C2198679  tissue injury across lower abdomen (physical finding)
C2198680  multiple surgical scars on abdomen
C2198681  infra-umbilical tissue injury of abdomen (physical finding)
C2198682  tissue injury of inguinal region
C2198683  tissue injury of both inguinal regions (physical finding)
C2198684  tissue injury of left inguinal region (physical finding)
C2198685  tissue injury of right inguinal region (physical finding)
C2198686  tissue injury of flank (physical finding)
C2198687  tissue injury of both flanks (physical finding)
C2198688  tissue injury of left flank (physical finding)
C2198689  tissue injury of right flank
C2198690  paramedian tissue injury of abdomen (physical finding)
C2198691  supra-umbilical tissue injury of abdomen (physical finding)
C2199758  lower lip pierced for ornamentation (physical finding)
C2199759  lower lip pierced for ornamentation with site infected
C2200057  X-ray lumbosacral spine fracture compression
C2200324  macerated incision of anus (physical finding)
C2201175  right circumoral ulcer with partial thickness skin loss (physical finding)
C2201176  right circumoral ulcer with subcutaneous tissue exposed (physical finding)
C2202206  hydrocele of right scrotum
C2202705  vomiting after injury (symptom)
C2202708  vomiting clear liquid
C2202712  vomiting more than twice after injury
C2202715  vomiting with recent abdominal surgery
C2203151  discharge from Wharton's duct
C2203152  free-flowing saliva from Wharton's duct
C2203153  free-flowing saliva from Wharton's duct bilaterally
C2203154  free-flowing saliva from Wharton's duct on the left
C2203155  free-flowing saliva from Wharton's duct on the right
C2203156  Wharton's duct discharge was not obtainable
C2203157  Wharton's duct discharge was not obtainable bilaterally
C2203158  left Wharton's duct discharge was not obtainable
C2203159  right Wharton's duct discharge was not obtainable
C2203163  salivary calculus of Wharton's duct
C2203164  salivary calculus of left Wharton's duct (physical finding)
C2203165  salivary calculus of right Wharton's duct (physical finding)
C2203251  adherent white plaques on buccal mucosa
C2203277  wine-stained teeth
C2205957  x-ray of skull, Water's view: fracture of infraorbital rim (procedure)
C2205963  x-ray of skull, Water's view: fracture of right infraorbital rim
C2205964  x-ray of skull, Water's view: fracture of left infraorbital rim
C2205965  x-ray of skull, Water's view: fracture of infraorbital rim bilaterally (procedure)
C2207241  ultrasound abdominal cavity fluid present
C2214880  moist buccal mucosa
C2214961  puncture of abdominal wall with surrounding tenderness
C2214962  puncture of abdominal wall with swelling
C2214963  puncture of abdominal wall with surrounding erythema (physical finding)
C2215129  acute improper nutrition (diagnosis)
C2215688  alcoholic breath (physical finding)
C2218166  right lower quadrant abdominal bruit
C2218662  TMJ right tissue injury laceration deep
C2218663  TMJ right tissue injury laceration depth ___ mm
C2218664  TMJ right tissue injury laceration edges
C2218665  TMJ right tissue injury laceration edges ragged
C2218666  TMJ right tissue injury laceration extending into muscle
C2218667  TMJ right tissue injury laceration extending to bone
C2218668  TMJ right tissue injury laceration extending to fascia
C2218669  TMJ right tissue injury laceration full thickness
C2218670  laceration of right temporomandibular joint with adequately approximated postsuture edges (physical finding)
C2218671  laceration of right temporomandibular joint with approximation of postsuture edges (physical finding)
C2218672  laceration of right temporomandibular joint with poorly approximated postsuture edges
C2218673  laceration of right temporomandibular joint with well approximated postsuture edges (physical finding)
C2218674  TMJ right tissue injury laceration shape jagged
C2218675  TMJ right tissue injury laceration staples in place
C2218676  TMJ right tissue injury laceration sterile strips in place
C2218677  TMJ right tissue injury laceration subcutaneous
C2218678  TMJ right tissue injury laceration superficial
C2218679  TMJ right tissue injury laceration sutures in place
C2218716  TMJ right tissue injury wound bleeding arterial
C2218719  TMJ right tissue injury wound clean
C2218735  TMJ right tissue injury wound open avulsion
C2218758  TMJ right tissue injury wound weeping
C2218759  TMJ right tissue injury wound weeping bloody
C2218760  TMJ right tissue injury wound weeping foul-smelling
C2218761  TMJ right tissue injury wound weeping purulent
C2218762  TMJ right tissue injury wound weeping serosanguineous
C2218763  TMJ right tissue injury wound weeping serous
C2219167  right upper quadrant bruit (physical finding)
C2220596  CT of abdomen liver mass
C2220597  abdominal CT calcified liver mass
C2220598  abdominal CT multiple liver masses
C2220599  CT of abdomen satellite liver masses
C2220600  abdominal CT solitary liver mass
C2220605  abdominal CT mass of body of pancreas
C2220606  abdominal CT mass of head of pancreas
C2220607  abdominal CT mass in pancreas
C2220608  abdominal CT mass in tail of pancreas
C2220609  CT of abdomen mass of uncinate process of pancreas
C2220902  macerated incision of abdominal wall
C2221034  well-healed incision of abdominal wall (physical finding)
C2221035  clean incision of abdominal wall (physical finding)
C2221036  unclean incision of abdominal wall (physical finding)
C2221346  foul-smelling incision of abdominal wall (physical finding)
C2221356  abdominal wall multiple incisions (#___)
C2221975  abdominal wall multiple wounds (#___)
C2221976  abdominal wall wound (#___)
C2221977  well-healed wound of abdominal wall (physical finding)
C2221978  clean wound of abdominal wall (physical finding)
C2221979  unclean wound of abdominal wall
C2221980  dry wound of abdominal wall (physical finding)
C2221981  wound of abdominal wall with uniform healing ridge (physical finding)
C2221982  abdomen tissue injury wound well-opposed edges
C2221983  erythematous wound of abdominal wall (physical finding)
C2221984  macerated wound of abdominal wall
C2221985  indurated wound of abdominal wall (physical finding)
C2221986  appearance of wound bed of abdominal wall (physical finding)
C2221987  abdomen wound bed appearance pink and red
C2221988  abdomen wound bed appearance pink and silvery
C2221989  abdomen wound bed appearance white and gray
C2221990  abdomen wound bed appearance loose, yellow, and tan
C2221991  abdomen wound bed appearance green and foul-smelling
C2221992  abdomen wound bed appearance soft black eschar
C2221993  abdomen wound bed appearance hard black eschar
C2221994  wound of abdominal wall with tube drainage
