C0002170  Hair loss
C2167405  shape of incision of left thigh
C2167406  angulated incision of left thigh (physical finding)
C2167407  L-shaped incision of left thigh (physical finding)
C2167408  V-shaped incision of left thigh (physical finding)
C2167409  Y-shaped incision of left thigh (physical finding)
C2167410  curvilinear incision of left thigh (physical finding)
C2167411  irregularly shaped incision of left thigh (physical finding)
C2167412  straight incision of left thigh
C2167413  incision of left thigh with staples in place (physical finding)
C2167414  incision of left thigh with sterile strips in place
C2167415  superficial incision of left thigh (physical finding)
C2167417  swollen tissue surrounding incision of left thigh
C2167418  tender tissue surrounding incision of left thigh
C2167419  warm tissue surrounding incision of left thigh (physical finding)
C2167420  incision of left thigh with sutures in place (physical finding)
C2167421  incision of left thigh with tube drainage (physical finding)
C2167422  unclean incision of left thigh
C2167423  incision of left thigh with uniform healing ridge (physical finding)
C2167424  weeping incision of left thigh (physical finding)
C2167425  bloody incision of left thigh
C2167426  foul-smelling incision of left thigh (physical finding)
C2167427  purulent incision of left thigh (physical finding)
C2167428  serosanguineous drainage from incision of left thigh (physical finding)
C2167429  serous drainage from incision of left thigh
C2167430  well-healed incision of left thigh
C2167431  incision of left thigh with well-opposed edges (physical finding)
C2167432  width of incision of left thigh (physical finding)
C2167435  open wound of left thigh with protruding bone (physical finding)
C2167456  macerated wound of left thigh
C2167459  avulsion of left thigh (physical finding)
C2167492  ecchymotic tissue surrounding incision of left thigh (physical finding)
C2167493  erythematous tissue surrounding incision of left thigh
C2167494  fluctuant tissue surrounding incision of left thigh
C2167495  foul-smelling tissue surrounding incision of left thigh
C2167496  indurated tissue surrounding incision of left thigh (physical finding)
C2167499  wound bed of left thigh with hard black eschar (physical finding)
C2167503  wound bed of left thigh with soft black eschar (physical finding)
C2167564  tissue surrounding incision of left upper back
C2167565  the tissue surrounding the incision on the left upper back was ecchymotic
C2167566  the tissue surrounding the incision on the left upper back was erythematous
C2167567  the tissue surrounding the incision on the left upper back was fluctuant
C2167568  the tissue surrounding the incision on the left upper back was foul-smelling
C2167569  the tissue surrounding the incision on the left upper back was indurated
C2167570  the tissue surrounding the incision on the left upper back was swollen
C2167571  the tissue surrounding the incision on the left upper back was tender
C2167572  the tissue surrounding the incision on the left upper back was warm
C2167573  left upper back injury incision number [1st, 2nd, etc.]
C2167574  multiple incisions of left upper back (physical finding)
C2167583  deep laceration on the left upper back
C2167611  subcutaneous laceration on the left upper back
C2167612  back tissue injury upper left laceration superficial
C2167637  L upper back tissue incision tube drainage ___ ml per hour
C2167638  L upper back tissue incision tube drainage of ___ ml per day
C2167639  L upper back tissue incision tube drainage of ___ ml total
C2167640  clean incision of left upper back (physical finding)
C2167641  dry incision of left upper back (physical finding)
C2167642  erythematous incision of left upper back
C2167643  indurated incision of left upper back
C2167644  macerated incision of left upper back
C2167645  open incision of left upper back
C2167646  incision of left upper back with tube drainage (physical finding)
C2167647  unclean incision of left upper back (physical finding)
C2167648  well-healed incision of left upper back
C2167649  incision of left upper back with well-opposed edges
C2167650  inferior lateral to superior medial incision of left upper back (physical finding)
C2167651  superior lateral to inferior medial incision of left upper back
C2167652  the incision on the left upper back had sterile strips in place
C2167653  incision of left upper back with uniform healing ridge
C2167654  serosanguineous drainage from incision of left upper back (physical finding)
C2167655  left upper paraspinal incision number [1st, 2nd, etc.]
C2167656  inferior lateral to superior medial incision of left upper paraspinal region (physical finding)
C2167657  superior lateral to inferior medial incision of left upper paraspinal region
C2167658  multiple incisions of left upper paraspinal region (physical finding)
C2167659  incision of left upper paraspinal region with adequately approximated postsuture edges
C2167660  upper L paraspinal incision edges postsuture approximation
C2167661  incision of left upper paraspinal region with poorly approximated postsuture edges
C2167662  incision of left upper paraspinal region with well approximated postsuture edges (physical finding)
C2167663  upper left paraspinal incision staples in place
C2167664  upper left paraspinal incision sterile strips in place
C2167666  upper L paraspinal incision surrounding tissue ecchymotic
C2167667  upper left paraspinal incision surrounding tissue erythema
C2167668  upper left paraspinal incision surrounding tissue fluctuant
C2167669  upper L paraspinal incision surrounding tissue foul-smelling
C2167670  upper left paraspinal incision surrounding tissue indurated
C2167671  upper left paraspinal incision surrounding tissue swollen
C2167672  upper left paraspinal incision surrounding tissue tender
C2167673  upper left paraspinal incision surrounding tissue warm
C2167674  upper left paraspinal incision sutures in place
C2167675  upper left paraspinal incision weeping foul-smelling
C2167683  tissue injury upper left paraspinal laceration deep
C2167709  tissue injury upper left paraspinal laceration subcutaneous
C2167710  tissue injury upper left paraspinal laceration superficial
C2167738  incision of left upper paraspinal region with specified total tube drainage (physical finding)
C2167739  L upper paraspinal tissue incision tube drainage ___ ml/day
C2167740  L upper paraspinal tissue incision tube drainage ___ ml/hour
C2167744  tissue injury upper left paraspinal incision
C2167745  tissue injury upper left paraspinal incision bleeding
C2167746  clean incision of left upper paraspinal region
C2167747  tissue injury upper left paraspinal incision deep
C2167748  tissue injury upper left paraspinal incision dehiscence
C2167749  tissue injury upper left paraspinal incision depth (___ mm)
C2167750  tissue injury upper left paraspinal incision direction
C2167751  dry incision of left upper paraspinal region
C2167752  tissue injury upper left paraspinal incision edges
C2167753  tissue injury upper left paraspinal incision edges ragged
C2167754  erythematous incision of left upper paraspinal region (physical finding)
C2167755  incision of left upper paraspinal region extending into muscle
C2167756  incision of left upper paraspinal region extending to bone
C2167757  incision of left upper paraspinal region extending to fascia (physical finding)
C2167758  tissue injury upper left paraspinal incision full thickness
C2167759  tissue injury upper left paraspinal incision horizontal
C2167760  indurated incision of left upper paraspinal region (physical finding)
C2167761  macerated incision of left upper paraspinal region
C2167762  open incision of left upper paraspinal region (physical finding)
C2167763  tissue injury upper left paraspinal incision shape
C2167764  jagged incision of left upper paraspinal region (physical finding)
C2167765  tissue injury upper left paraspinal incision shape straight
C2167766  tissue injury upper left paraspinal incision subcutaneous
C2167767  tissue injury upper left paraspinal incision superficial
C2167768  incision of left upper paraspinal region with tube drainage
C2167769  unclean incision of left upper paraspinal region (physical finding)
C2167770  tissue injury upper left paraspinal incision vertical
C2167771  tissue injury upper left paraspinal incision weeping
C2167772  tissue injury upper left paraspinal incision weeping bloody
C2167773  serosanguineous drainage from incision of left upper paraspinal region (physical finding)
C2167774  tissue injury upper left paraspinal incision weeping serous
C2167775  well-healed incision of left upper paraspinal region
C2167776  L upper paraspinal tissue injury incision well-opposed edges
C2167777  tissue injury upper left paraspinal incision width (___ cm)
C2167808  tissue injury upper left paraspinal wound macerated
C2167827  incision of left upper paraspinal region with aligned margins (physical finding)
C2167828  L-shaped incision of left upper paraspinal region (physical finding)
C2167829  V-shaped incision of left upper paraspinal region (physical finding)
C2167830  Y-shaped incision of left upper paraspinal region (physical finding)
C2167831  incision of left upper paraspinal region with arterial bleeding
C2167832  incision of left upper paraspinal region with tissue bleeding (physical finding)
C2167833  incision of left upper paraspinal region with venous bleeding (physical finding)
C2167834  left upper paraspinal traumatic incision length (___ cm)
C2167835  angulated incision of left upper paraspinal region (physical finding)
C2167836  curvilinear incision of left upper paraspinal region (physical finding)
C2167837  irregularly shaped incision of left upper paraspinal region
C2167838  incision of left upper paraspinal region with uniform healing ridge (physical finding)
C2167839  purulent incision of left upper paraspinal region
C2167842  upper L paraspinal wound bed appearance hard black eschar
C2167846  upper L paraspinal wound bed appearance soft black eschar
C2167888  varicocele on left side
C2167897  left vulvar mass
C2167900  left wrist tissue injury laceration
C2167901  left wrist tissue injury laceration bleeding
C2167902  left wrist tissue injury laceration bleeding arterial
C2167903  left wrist tissue injury laceration bleeding tissue
C2167904  left wrist tissue injury laceration bleeding venous
C2167905  left wrist tissue injury laceration deep
C2167906  left wrist tissue injury laceration dehiscence
C2167907  left wrist tissue injury laceration depth ___ mm
C2167908  left wrist tissue injury laceration direction
C2167909  left wrist tissue injury laceration direction horizontal
C2167910  inferior lateral to superior medial laceration of left wrist
C2167911  superior lateral to inferior medial laceration of left wrist
C2167912  left wrist tissue injury laceration direction vertical
C2167913  left wrist tissue injury laceration full thickness
C2167914  left wrist tissue injury laceration length ___ cm
C2167915  left wrist tissue injury laceration multiple
C2167916  left wrist tissue injury laceration shape
C2167917  left wrist tissue injury laceration shape angulated
C2167918  left wrist tissue injury laceration shape angulated L-shaped
C2167919  left wrist tissue injury laceration shape angulated V-shaped
C2167920  left wrist tissue injury laceration shape angulated Y-shaped
C2167921  left wrist tissue injury laceration shape curvilinear
C2167922  left wrist tissue injury laceration shape irregular
C2167923  left wrist tissue injury laceration shape straight
C2167924  left wrist tissue injury laceration staples in place
C2167925  left wrist tissue injury laceration sterile strips in place
C2167926  left wrist tissue injury laceration superficial
C2167927  left wrist tissue injury laceration sutures in place
C2167928  left wrist tissue injury laceration weeping
C2167929  left wrist tissue injury laceration weeping bloody
C2167930  left wrist tissue injury laceration weeping purulent
C2167931  left wrist tissue injury laceration weeping serosanguineous
C2167932  left wrist tissue injury laceration weeping serous
C2167933  left wrist tissue injury laceration width ___ cm
C2167934  left wrist tissue injury laceration with aligned margins
C2167938  puncture of left wrist consistent with entry wound of specified bullet (#___) (physical finding)
C2167939  puncture of left wrist consistent with bullet entry wound with gunpowder residue (physical finding)
C2167940  left wrist tissue puncture consistent w/ bullet entry wound
C2167941  puncture of left wrist consistent with exit wound of specified bullet (#___) (physical finding)
C2167942  left wrist tissue puncture consistent w/ bullet exit wound
C2167943  left wrist tissue puncture consist w/ entry multiple bullets
C2167944  puncture of left wrist consistent with exit wound of multiple bullets
C2167945  left wrist tissue injury puncture ice pick
C2167946  puncture of left wrist consistent with entry wound of specified shrapnel fragment (#___) (physical finding)
C2167947  puncture of left wrist consistent with entry wound of multiple shrapnel fragments (physical finding)
C2167948  puncture of left wrist consistent with shrapnel entry wound
C2167949  puncture of left wrist consistent with exit wound of specified shrapnel fragment (#___)
C2167950  puncture of left wrist consistent with exit wound of multiple shrapnel fragments (physical finding)
C2167951  puncture of left wrist consistent with shrapnel exit wound (physical finding)
C2167952  incision of left wrist with specified daily tube drainage (physical finding)
C2167953  incision of left wrist with specified hourly tube drainage
C2167954  incision of left wrist with specified total tube drainage (physical finding)
C2167955  aseptic tissue injury of left wrist
C2167956  bite of left wrist (physical finding)
C2167957  left wrist tissue injury incision number [1st, 2nd, etc.]
C2167958  incision of left wrist
C2167959  incision of left wrist with aligned margins (physical finding)
C2167960  bleeding incision of left wrist (physical finding)
C2167961  incision of left wrist with arterial bleeding
C2167962  incision of left wrist with tissue bleeding
C2167963  incision of left wrist with venous bleeding (physical finding)
C2167964  clean incision of left wrist (physical finding)
C2167965  deep incision of left wrist
C2167966  dehiscence of incision of left wrist
C2167967  direction of incision of left wrist (physical finding)
C2167968  horizontal incision of left wrist (physical finding)
C2167969  inferior lateral to superior medial incision of left wrist
C2167970  superior lateral to inferior medial incision of left wrist (physical finding)
C2167971  vertical incision of left wrist (physical finding)
C2167972  dry incision of left wrist
C2167973  erythematous incision of left wrist
C2167974  full thickness incision of left wrist (physical finding)
C2167975  indurated incision of left wrist
C2167976  length of incision of left wrist (physical finding)
C2167977  macerated incision of left wrist (physical finding)
C2167978  multiple incisions of left wrist
C2167979  open incision of left wrist (physical finding)
C2167980  shape of incision of left wrist (physical finding)
C2167981  angulated incision of left wrist
C2167982  L-shaped incision of left wrist (physical finding)
C2167983  V-shaped incision of left wrist (physical finding)
C2167984  Y-shaped incision of left wrist (physical finding)
C2167985  curvilinear incision of left wrist
C2167986  irregularly shaped incision of left wrist
C2167987  straight incision of left wrist (physical finding)
C2167988  incision of left wrist with staples in place (physical finding)
C2167989  incision of left wrist with sterile strips in place
C2167990  superficial incision of left wrist
C2167992  swollen tissue surrounding incision of left wrist
C2167993  tender tissue surrounding incision of left wrist
C2167994  warm tissue surrounding incision of left wrist
C2167995  incision of left wrist with sutures in place
C2167996  incision of left wrist with tube drainage (physical finding)
C2167997  unclean incision of left wrist
C2167998  incision of left wrist with uniform healing ridge (physical finding)
C2167999  weeping incision of left wrist
C2168000  bloody incision of left wrist
C2168001  foul-smelling incision of left wrist (physical finding)
C2168002  purulent incision of left wrist (physical finding)
C2168003  serosanguineous drainage from incision of left wrist
C2168004  serous drainage from incision of left wrist
C2168005  well-healed incision of left wrist
C2168006  incision of left wrist with well-opposed edges (physical finding)
C2168007  width of incision of left wrist (physical finding)
C2168009  puncture of left wrist
C2168010  puncture of left wrist by knife (physical finding)
C2168011  puncture of left wrist by nail (physical finding)
C2168012  puncture of left wrist by needle (physical finding)
C2168013  puncture of left wrist by multiple needles (physical finding)
C2168014  puncture of left wrist by single needle
C2168015  puncture of left wrist with surrounding erythema (physical finding)
C2168016  puncture of left wrist with surrounding tenderness
C2168017  puncture of left wrist with swelling (physical finding)
C2168018  scar of left wrist (physical finding)
C2168019  septic tissue injury of left wrist (physical finding)
C2168020  left wrist tissue injury wound number [1st, 2nd, etc.]
C2168021  wound of left wrist (physical finding)
C2168022  appearance of wound bed of left wrist (physical finding)
C2168023  bleeding wound of left wrist
C2168024  wound of left wrist with arterial bleeding
C2168025  wound of left wrist with tissue bleeding
C2168026  wound of left wrist with venous bleeding (physical finding)
C2168027  clean wound of left wrist
C2168028  closed wound of left wrist (physical finding)
C2168029  deep wound of left wrist
C2168030  dehiscence of wound of left wrist
C2168031  direction of wound of left wrist
C2168032  dry wound of left wrist (physical finding)
C2168033  erythematous wound of left wrist (physical finding)
C2168034  full thickness wound of left wrist (physical finding)
C2168035  indurated wound of left wrist (physical finding)
C2168036  left wrist tissue injury wound length (___ cm)
C2168037  macerated wound of left wrist
C2168038  multiple wounds of left wrist (physical finding)
C2168041  shape of wound of left wrist (physical finding)
C2168042  angulated wound of left wrist (physical finding)
C2168043  L-shaped wound of left wrist (physical finding)
C2168044  V-shaped wound of left wrist (physical finding)
C2168045  Y-shaped wound of left wrist
C2168046  curvilinear wound of left wrist (physical finding)
C2168047  irregularly shaped wound of left wrist
C2168048  straight wound of left wrist
C2168049  wound of left wrist with staples in place
C2168050  wound of left wrist with sterile strips in place
C2168051  superficial wound of left wrist (physical finding)
C2168059  wound of left wrist with sutures in place
C2168060  wound of left wrist with tube drainage (physical finding)
C2168061  unclean wound of left wrist
C2168062  wound of left wrist with uniform healing ridge (physical finding)
C2168063  weeping wound of left wrist
C2168064  bloody wound of left wrist (physical finding)
C2168065  foul-smelling weeping wound of left wrist (physical finding)
C2168066  purulent wound of left wrist (physical finding)
C2168067  serosanguineous drainage from wound of left wrist
C2168068  serous drainage from wound of left wrist
C2168069  well-healed wound of left wrist
C2168070  wound of left wrist with well-opposed edges (physical finding)
C2168071  left wrist tissue injury wound width (___ cm)
C2168072  wound of left wrist with aligned margins
C2168073  ecchymotic tissue surrounding incision of left wrist
C2168074  erythematous tissue surrounding incision of left wrist
C2168075  fluctuant tissue surrounding incision of left wrist (physical finding)
C2168076  foul smelling tissue surrounding incision of left wrist (physical finding)
C2168077  indurated tissue surrounding incision of left wrist (physical finding)
C2168079  green and foul-smelling appearance of wound bed of left wrist (physical finding)
C2168080  wound bed of left wrist with hard black eschar (physical finding)
C2168081  loose, yellow, and tan appearance of wound bed of left wrist (physical finding)
C2168082  pink and red appearance of wound bed of left wrist (physical finding)
C2168083  pink and silvery appearance of wound bed of left wrist (physical finding)
C2168084  wound bed of left wrist with soft black eschar (physical finding)
C2168085  white and gray appearance of wound bed of left wrist (physical finding)
C2168086  horizontal wound of left wrist (physical finding)
C2168087  inferior lateral to superior medial wound of left wrist (physical finding)
C2168088  superior lateral to inferior medial wound of left wrist (physical finding)
C2168089  vertical wound of left wrist (physical finding)
C2168092  wound of left wrist with specified daily tube drainage (physical finding)
C2168093  wound of left wrist with specified hourly tube drainage
C2168094  wound of left wrist with specified total tube drainage (physical finding)
C2168370  lesion changes since last exam (physical finding)
C2168371  lesion changes since last exam border (physical finding)
C2168372  lesion changes since last exam border more irregular
C2168373  lesion changes since last exam increased size
C2168374  lesion changes since last exam shape (physical finding)
C2168375  lesion of female genitalia (physical finding)
C2168386  lesions on the distal left arm
C2168387  lesions on the proximal left arm
C2168388  lesions on the distal right arm
C2168389  lesions on the proximal right arm
C2168390  lesions around mouth
C2168391  lesion of axillary vault
C2168392  lesions within both axillary vaults
C2168393  lesion of interscapular region (physical finding)
C2168394  lesion of lower lumbar region
C2168395  lesion of left lower lumbar region
C2168396  lesion of right lower lumbar region
C2168397  lesion of lower sacral region (physical finding)
C2168398  lesion of left lower sacral region (physical finding)
C2168399  lesion of right lower sacral region (physical finding)
C2168400  bandlike lesions (physical finding)
C2168401  lesions between the toes
C2168402  lesions between toes on left foot (physical finding)
C2168403  lesions between toes on right foot (physical finding)
C2168404  lesion of superior gluteal cleft (physical finding)
C2168405  left malar lesions
C2168406  right malar lesions
C2168407  lesions in a Christmas tree pattern on the trunk
C2168408  configuration of lesions
C2168409  lesions with dermatomal distribution on the left side
C2168410  lesions with dermatomal distribution on the right side
C2168411  lesions devoid of skin lines (physical finding)
C2168412  lesions with expanding borders
C2168413  lesion with expanding erythematous border (physical finding)
C2168414  lesions with expanding borders purple in color
C2168415  lesions on the soles of both feet with moccasin distribution
C2168416  lesion of sole of left foot (physical finding)
C2168417  lesions on the left sole with moccasin distribution
C2168418  lesion of sole of right foot
C2168419  lesions on the right sole with moccasin distribution
C2168420  lesion of foot with visible capillary beds (physical finding)
C2168421  lesions on the left thumb nail fold
C2168422  lesions on the lateral left thumb nail fold
C2168423  lesions on the medial left thumb nail fold
C2168424  lesions on the proximal left thumb nail fold
C2168425  lesions on the left thumbnail
C2168426  lesions on the right thumb nail fold
C2168427  lesions on the lateral right thumb nail fold
C2168428  lesions on the medial right thumb nail fold
C2168429  lesions on the proximal right thumb nail fold
C2168430  lesions on the right thumbnail
C2168431  fixed lesion
C2168432  lesion of foreskin
C2168433  lesion of male genitalia
C2168434  lesion of glans penis (physical finding)
C2168435  grouped lesions (physical finding)
C2168436  lesion of hypothenar of left hand (physical finding)
C2168437  lesion of thenar of left hand (physical finding)
C2168438  lesion of hypothenar of right hand
C2168439  lesion of thenar of right hand (physical finding)
C2168440  hard lesion (physical finding)
C2168441  lesions with hard center
C2168442  lesions with hard nucleated center (physical finding)
C2168443  lesion with iris configuration (physical finding)
C2168444  irregular lesions
C2168445  lesions on the left fourth toe nail fold
C2168446  lesions on the lateral left fourth toe nail fold
C2168447  lesions on the medial left fourth toe nail fold
C2168448  lesions on the proximal left fourth toe nail fold
C2168449  lesions on the left fourth toenail
C2168450  lesions on the left first toe nail fold
C2168451  lesions on the lateral left first toe nail fold
C2168452  lesions on the medial left first toe nail fold
C2168453  lesions on the proximal left first toe nail fold
C2168454  lesions on the left great toenail
C2168455  lesions on the left index finger nail fold
C2168456  lesions on the lateral left index finger nail fold
C2168457  lesions on the medial left index finger nail fold
C2168458  lesions on the proximal left index finger nail fold
C2168459  lesions on the left index fingernail
C2168460  lesions on the left little finger nail fold
C2168461  lesions on the lateral left little finger nail fold
C2168462  lesions on the medial left little finger nail fold
C2168463  lesions on the proximal left little finger nail fold
C2168464  lesions on the left little fingernail
C2168465  lesions on the left fifth toe nail fold
C2168466  lesions on the lateral left fifth toe nail fold
C2168467  lesions on the medial left fifth toe nail fold
C2168468  lesions on the proximal left fifth toe nail fold
C2168469  lesions on the left little toenail
C2168470  lesions on the left middle finger nail fold
C2168471  lesions on the lateral left middle finger nail fold
C2168472  lesions on the medial left middle finger nail fold
C2168473  lesions on the proximal left middle finger nail fold
C2168474  lesions on the left middle fingernail
C2168475  lesions on the left ring finger nail fold
C2168476  lesions on the lateral left ring finger nail fold
C2168477  lesions on the medial left ring finger nail fold
C2168478  lesions on the proximal left ring finger nail fold
C2168479  lesions on the left ring fingernail
C2168480  lesions on the left second toe nail fold
C2168481  lesions on the lateral left second toe nail fold
C2168482  lesions on the medial left second toe nail fold
C2168483  lesions on the proximal left second toe nail fold
C2168484  lesions on the left second toenail
C2168485  lesions on the left third toe nail fold
C2168486  lesions on the lateral left third toe nail fold
C2168487  lesions on the medial left third toe nail fold
C2168488  lesions on the proximal left third toe nail fold
C2168489  lesions on the left third toenail
C2168490  lesion with linear configuration
C2168491  lesions along arteries (physical finding)
C2168492  lesions along lymphatic vessels (physical finding)
C2168493  lesion of non-weightbearing surface (physical finding)
C2168494  lesion of weightbearing surface
C2168495  lesion between toes of both feet
C2168496  malodorous lesion
C2168497  lesion of mons pubis
C2168498  lesion with morbilliform configuration
C2168510  nevus of both irises
C2168511  nevus of left iris
C2168512  nevus of right iris
C2168520  lesions on abdomen (physical finding)
C2168521  lesions on antecubital fossa of elbow
C2168522  lesions on antecubital fossa of left elbow (physical finding)
C2168523  lesions on antecubital fossa of right elbow
C2168524  lesions on back
C2168525  lesions calves both
C2168526  lesions on both shins (physical finding)
C2168527  lesions thighs both
C2168528  lesions calves
C2168530  lesions on the ear
C2168531  lesion of left triangular fossa (physical finding)
C2168532  lesion of right triangular fossa (physical finding)
C2168533  lesions elbows
C2168534  lesions elbows left extensor
C2168535  lesions elbows right extensor
C2168536  lesions of angle of jaw
C2168537  lesions of anterior aspect of angle of jaw (physical finding)
C2168538  lesions of angle of jaw bilaterally (physical finding)
C2168539  lesions of angle of jaw on left (physical finding)
C2168540  lesions of posterior aspect of angle of jaw (physical finding)
C2168541  lesions of angle of jaw on right
C2168542  lesions of eyelid margin (physical finding)
C2168543  infraorbital lesions
C2168544  bilateral infraorbital lesions
C2168545  infraorbital lesions on the left
C2168546  infraorbital lesions on the right
C2168547  mandibular lesions
C2168548  lesion of melolabial fold (physical finding)
C2168549  lesions in both melolabial folds
C2168550  lesions in the left melolabial fold
C2168551  lesions in the right melolabial fold
C2168552  lesions on both nasal vestibules
C2168553  lesions on the left nasal vestibule
C2168554  lesions on the right nasal vestibule
C2168555  lesion of nasolabial fold (physical finding)
C2168556  lesions in both nasolabial folds
C2168557  lesions in the left nasolabial fold
C2168558  lesions in the right nasolabial fold
C2168559  lesion of alar sill
C2168560  lesions on both alar sills
C2168561  lesions on the left alar sill
C2168562  lesions on the right alar sill
C2168563  lesions on the nasal root
C2168564  lesion of nasal wall (physical finding)
C2168565  lesion of soft triangle of nose
C2168566  lesion of soft triangle of nose bilaterally (physical finding)
C2168567  lesion of soft triangle of left side of nose (physical finding)
C2168568  lesion of soft triangle of right side of nose (physical finding)
C2168569  lesion of supratip of nose (physical finding)
C2168570  lesion of nasal vestibule
C2168571  lesions of periorbital region (physical finding)
C2168572  lesions of superbrow
C2168573  lesions on both superbrows
C2168574  lesions on the left superbrow
C2168575  lesions on the right superbrow
C2168576  supraorbital lesions
C2168577  supraorbital lesions on the left
C2168578  supraorbital lesions on the right
C2168579  lesions on forearm
C2168580  lesions on knee (physical finding)
C2168581  lesions calves left
C2168582  lesions on left fourth toe (physical finding)
C2168583  lesions on left great toe
C2168584  lesions on left little toe
C2168585  lesions toes left second toe
C2168586  lesions shins left
C2168587  lesions on left thigh
C2168588  lesions on left third toe
C2168589  lesions on lower limb
C2168599  mucocutaneous lesion of lower lip (physical finding)
C2168600  mucocutaneous lesions on the entire lower lip
C2168601  mucocutaneous lesions on the left lower lip
C2168602  mucocutaneous lesions on the right lower lip
C2168603  mucocutaneous lesion of upper lip (physical finding)
C2168604  mucocutaneous lesions on the entire upper lip
C2168605  mucocutaneous lesions on the left upper lip
C2168606  mucocutaneous lesions on the right upper lip
C2168607  lesion of vermilion border of lower lip (physical finding)
C2168608  lesion of vermilion border of entire lower lip
C2168609  lesion of vermilion border of left lower lip (physical finding)
C2168610  lesion of vermilion border of right lower lip
C2168611  lesion of vermilion border of upper lip (physical finding)
C2168612  lesion of vermilion border of entire upper lip (physical finding)
C2168613  lesion of vermilion border of left upper lip (physical finding)
C2168614  lesion of vermilion border of right upper lip
C2168615  lesions on midline region of buttocks
C2168616  lesions elbows left outside
C2168617  lesions elbows right outside
C2168618  lesions on the face the paranasal folds
C2168619  lesions toes periungual
C2168620  lesions on right buttock
C2168621  lesions calves right
C2168622  lesions toes right fourth toe
C2168623  lesions toes right great toe
C2168624  lesions toes right little toe
C2168625  lesions on right second toe (physical finding)
C2168626  lesions on right shin
C2168627  lesions on right thigh
C2168628  lesions on right third toe (physical finding)
C2168629  lesions on the scalp
C2168630  left occipital lesions on the scalp
C2168631  right occipital lesions on the scalp
C2168632  parietal lesions on the scalp
C2168633  bilateral parietal lesions on the scalp
C2168634  lesions on sole of foot
C2168635  lesions feet soles bilaterally
C2168636  lesion of eyebrow (physical finding)
C2168637  bilateral supraorbital lesions
C2168638  lesions on top of foot
C2168639  lesions on umbilical region of abdomen
C2168640  lesions on upper eyelid (physical finding)
C2168642  lesion of pelvic girdle (physical finding)
C2168643  lesion of left pelvic girdle
C2168644  lesion of right pelvic girdle
C2168645  lesion of penile shaft (physical finding)
C2168646  lesion of left side of penile shaft (physical finding)
C2168647  lesion of right side of penile shaft (physical finding)
C2168648  lesion of periaxillary region (physical finding)
C2168649  lesions of periaxillary region bilaterally (physical finding)
C2168650  lesion of periaxillary region on left (physical finding)
C2168651  lesion of periaxillary region on right (physical finding)
C2168652  lesions on the popliteal fossa
C2168653  lesion with punctate bleeding (physical finding)
C2168654  lesion with retiform configuration
C2168655  lesions on the right fourth toe nail fold
C2168656  lesions on the lateral right fourth toe nail fold
C2168657  lesions on the medial right fourth toe nail fold
C2168658  lesions on the proximal right fourth toe nail fold
C2168659  lesions on the right fourth toenail
C2168660  lesions on the right first toe nail fold
C2168661  lesions on the lateral right first toe nail fold
C2168662  lesions on the medial right first toe nail fold
C2168663  lesions on the proximal right first toe nail fold
C2168664  lesions on the right great toenail
C2168665  lesions on the right index finger nail fold
C2168666  lesions on the lateral right index finger nail fold
C2168667  lesions on the medial right index finger nail fold
C2168668  lesions on the proximal right index finger nail fold
C2168669  lesions on the right index fingernail
C2168670  lesions on the right little finger nail fold
C2168671  lesions on the lateral right little finger nail fold
C2168672  lesions on the medial right little finger nail fold
C2168673  lesions on the proximal right little finger nail fold
C2168674  lesions on the right little fingernail
C2168675  lesions on the right fifth toe nail fold
C2168676  lesions on the lateral right fifth toe nail fold
C2168677  lesions on the medial right fifth toe nail fold
C2168678  lesions on the proximal right fifth toe nail fold
C2168679  lesions on the right little toenail
C2168680  lesions on the right middle finger nail fold
C2168681  lesions on the lateral right middle finger nail fold
C2168682  lesions on the medial right middle finger nail fold
C2168683  lesions on the proximal right middle finger nail fold
C2168684  lesions on the right middle fingernail
C2168685  lesions on the right ring finger nail fold
C2168686  lesions on the lateral right ring finger nail fold
C2168687  lesions on the medial right ring finger nail fold
C2168688  lesions on the proximal right ring finger nail fold
C2168689  lesions on the right ring fingernail
C2168690  lesions on the right second toe nail fold
C2168691  lesions on the lateral right second toe nail fold
C2168692  lesions on the medial right second toe nail fold
C2168693  lesions on the proximal right second toe nail fold
C2168694  lesions on the right second toenail
C2168695  lesions on the right third toe nail fold
C2168696  lesions on the lateral right third toe nail fold
C2168697  lesions on the medial right third toe nail fold
C2168698  lesions on the proximal right third toe nail fold
C2168699  lesions on the right third toenail
C2168700  serpiginous lesions
C2168701  shape of lesion
C2168702  circular lesion (physical finding)
C2168703  coin-shaped skin lesion (symptom)
C2168704  sharply demarcated lesions
C2168705  soft lesion (physical finding)
C2168706  spongy lesion (physical finding)
C2168707  lesions spread centrifugally (physical finding)
C2168708  lesions spread centripetally (physical finding)
C2168709  tenderness of lesion to lateral pressure (physical finding)
C2168710  lesion of toes with visible capillary beds
C2168711  lesion of vaginal introitus (physical finding)
C2168712  lesions whose location is changing (physical finding)
C2168799  leukonychia partialis (physical finding)
C2168807  the hair contained lice
C2168808  pustules on midline region of buttocks (physical finding)
C2168809  pustules were seen in the perianal region
C2169386  rapidly growing breast lump
C2170108  arteriography of kidney: cyst of kidney (procedure)
C2170109  arteriography of kidney: kidney cyst calcification of wall
C2170116  arteriography of kidney: multiple cysts of both kidneys
C2170117  arteriography of kidney: multiple cysts of left kidney only (procedure)
