C0000727  Abdomen, Acute
C2130194  burning sensation between second and third toes of left foot
C2130195  burning sensation between fourth and fifth toes of left foot (symptom)
C2130196  numbness of right great toe (symptom)
C2130197  numbness of right second toe (symptom)
C2130198  numbness of right middle toe (symptom)
C2130199  numbness of right fourth toe (symptom)
C2130200  numbness of right little toe
C2130201  numbness of right first and second toes (symptom)
C2130202  numbness of left great toe
C2130203  numbness of left second toe (symptom)
C2130204  numbness of left middle toe (symptom)
C2130205  numbness of left fourth toe (symptom)
C2130206  numbness of left little toe (symptom)
C2130207  numbness of left first and second toes (symptom)
C2130208  burning sensation in fingers of right hand (symptom)
C2130209  burning sensation in index finger of right hand
C2130210  burning sensation in little finger of right hand (symptom)
C2130211  burning sensation in fingers of left hand
C2130212  burning sensation in index finger of left hand
C2130213  burning sensation in middle finger of left hand (symptom)
C2130214  burning sensation in left ring finger
C2130215  burning sensation in little finger of left hand
C2130216  numbness of right index finger (symptom)
C2130217  numbness of right ring finger (symptom)
C2130218  numbness of right little finger
C2130219  numbness of left index finger (symptom)
C2130220  numbness of left ring finger (symptom)
C2130221  numbness of left little finger
C2130222  localized change in color of skin to red with irregular border (symptom)
C2130250  anal pain accompanied by discharge (symptom)
C2130251  anal pain accompanied by foul-smelling discharge (symptom)
C2130252  abdominal pain decreasing in frequency (symptom)
C2130253  sharp or stabbing groin pain
C2130256  muscle cramps in right thigh (symptom)
C2130257  muscle cramps in left thigh (symptom)
C2130258  muscle cramps in both thighs
C2130259  muscle cramps in right calf
C2130260  muscle cramps in left calf (symptom)
C2130261  muscle cramps in both calves
C2130262  buttock/hip muscle cramps occurring at night
C2130263  buttock/hip muscle cramps precipitated by exercise
C2130264  buttock/hip muscle cramps especially in cold weather
C2130265  buttock/hip muscle cramps relieved
C2130266  buttock/hip muscle cramps relieved by medication
C2130267  buttock/hip muscle cramps relieved by massage
C2130268  buttock/hip muscle cramps relieved by heat
C2130269  buttock/hip muscle cramps relieved by ice
C2130270  buttock/hip muscle cramps relieved by stretching
C2130271  buttock/hip muscle cramps
C2130272  buttock/hip muscle cramps on the right
C2130273  muscle cramps in left buttock/hip region (symptom)
C2130274  buttock/hip muscle cramps on both sides
C2130276  muscle cramps in thigh especially in hot weather (symptom)
C2130277  muscle cramps in right foot (symptom)
C2130278  muscle cramps in left foot (symptom)
C2130279  muscle cramps in both feet (symptom)
C2130282  feet insensitive to temperature
C2130283  scotoma in the nasal field of view
C2130284  scotoma in the temporal field of view
C2130285  scotoma upper field right
C2130286  scotoma upper field left
C2130287  scotoma in the upper half of visual field in both eyes
C2130288  scotoma lower field right
C2130289  scotoma lower field left
C2130290  scotoma lower field binocular
C2130291  scotoma nasal field right
C2130292  scotoma nasal field left
C2130293  scotoma nasal field binocular
C2130294  scotoma temporal field right
C2130295  scotoma temporal field left
C2130296  scotoma temporal field binocular
C2133612  fear of possible acquired immunodeficiency syndrome (AIDS) (symptom)
C2135320  feared medical condition not demonstrated
C2136007  fear that no cause for symptoms will be found
C2137247  convulsions followed by (symptom)
C2137248  convulsions followed by confusion
C2137249  convulsions followed by headache (symptom)
C2137250  convulsions followed by paralysis
C2137251  convulsions followed by paresis
C2137252  convulsions preceded by
C2137253  convulsions preceded by buzzing feeling (symptom)
C2137254  convulsions preceded by feeling experienced before previous seizures
C2137255  convulsions preceded by flashing lights
C2137256  convulsions preceded by tingling
C2137257  convulsions preceded by unusual smell
C2137258  convulsions preceded by unusual taste (symptom)
C2137259  convulsions recurring for a long time (symptom)
C2137552  mouth droop
C2138381  craving amphetamines or sympathomimetics (symptom)
C2138382  craving caffeine
C2138383  craving cocaine
C2138384  craving earth or clay (pica)
C2138385  craving laundry starch (pica) (symptom)
C2138386  craving opioids (symptom)
C2141086  left eye pain
C2141922  left hip joint pain (symptom)
C2142807  pruritus of left eye (symptom)
C2142808  pruritus of right eye (symptom)
C2144095  deformity of toenail limiting walking
C2144729  tooth pain induced by chewing
C2144730  tooth pain induced by tapping on tooth (symptom)
C2144731  tooth pain in the left lower jaw
C2144732  tooth pain in posterior left lower jaw (symptom)
C2144733  tooth pain in anterior left lower jaw (symptom)
C2144734  tooth pain in left upper jaw
C2144735  tooth pain in posterior left upper jaw
C2144736  tooth pain in anterior left upper jaw (symptom)
C2144737  pain in multiple teeth (symptom)
C2144738  tooth pain in right lower jaw
C2144739  tooth pain in posterior right lower jaw (symptom)
C2144740  tooth pain in anterior right lower jaw
C2144741  tooth pain in right upper jaw (symptom)
C2144742  tooth pain in posterior right upper jaw (symptom)
C2144743  tooth pain in anterior right upper jaw (symptom)
C2144744  pain in single tooth (symptom)
C2144962  total loss of vision in both eyes (symptom)
C2144963  total loss of vision in both eyes occurs briefly for more global events
C2144964  total blindness in left eye
C2144965  total loss of vision in right eye
C2145411  transient monoplegia of left lower extremity
C2145412  transient monoplegia of left upper extremity
C2145413  transient monoplegia of right lower extremity (diagnosis)
C2145414  transient monoplegia of right upper extremity (diagnosis)
C2146655  acid taste in mouth (symptom)
C2164343  decrease in consciousness relieved by eating (symptom)
C2164362  decreased concentrating ability
C2164363  decreased ability to concentrate which fluctuates (symptom)
C2164364  decreased ability to concentrate getting worse
C2165311  delusion of missing a limb (symptom)
C2165312  delusions that one is a prominent figure (symptom)
C2165313  delusions that one is emitting foul odors
C2165314  delusions that one is loved by another
C2165315  delusions that one is obese when normal or thin
C2165316  delusions that one's body is infested with parasites
C2165507  depression accompanied by persistent worry (symptom)
C2165508  depression accompanied by eating less
C2165509  depression accompanied by eating more
C2165510  depression accompanied by sleeping less (symptom)
C2165511  depression accompanied by sleeping more (symptom)
C2165512  depression alternating with periods of elation (symptom)
C2165515  depression preceded by high activity level
C2165517  depression relieved by counseling (symptom)
C2165518  depression relieved by good news
C2165519  depression relieved by medication (symptom)
C2165602  swollen left labia
C2166198  neck pain in the lower neck / upper back left
C2166575  left neck pain
C2167126  weakness shoulder left only
C2168106  left cheek pain
C2168109  left-sided frontal headache (symptom)
C2168110  left-sided headache
C2168111  left-sided low back pain
C2168115  left-sided temporal headache
C2168117  left-sided zygomatic headache (symptom)
C2169390  rash appeared after fever went away
C2169391  rash appeared third to 6th febrile day (symptom)
C2169798  recurrent dizziness
C2169801  recurrent episodes of fainting
C2169806  involuntary movements repeated muscle twitches (tics)
C2170206  renal colic of both kidneys
C2170207  renal colic of left kidney (diagnosis)
C2170208  renal colic of right kidney
C2170435  repeated muscle twitches which can be suppressed temporarily (symptom)
C2170436  repeated questioning about recent events (symptom)
C2170460  repetitive head banging
C2182650  2-3 week episodes of sleeping much more than usual
C2183399  difficult to rouse (stupor)
C2183423  difficulty distinguishing colors
C2183438  difficulty reading improved by holding text further away (symptom)
C2183439  difficulty running, but walk is normal
C2183440  difficulty seeing in bright light
C2183441  difficulty starting and stopping movements
C2183442  difficulty starting and stopping movements since childhood
C2183470  difficulty with stairs progressed to difficulty rising from chair (symptom)
C2183875  lightheadedness during exercise
C2183876  lightheadedness with collapse
C2183878  likelihood of falling asleep while sitting quietly after lunch (no alcohol)
C2183879  weakness in limb causing difficulty climbing stairs
C2183880  weakness in limb made worse by (symptom)
C2183881  weakness in limb made worse by exercise (symptom)
C2183882  weakness in limb made worse by heat
C2183883  weakness in limb made worse by stress (symptom)
C2183884  recurrent weakness in limb
C2183885  sudden limb weakness
C2183886  weakness in limb started suddenly after a starchy meal (symptom)
C2183887  upper limb weakness descended to the legs
C2183888  temporary weakness in limb
C2183889  temporary weakness in limb with intense emotions (cataplexy) (symptom)
C2183890  weakness in limb when awakening
C2183891  weakness in limb when falling asleep (symptom)
C2183892  weakness in limb when falling asleep or awakening (sleep paral)
C2183893  weakness in limb started with legs and progressed upward
C2184179  localized blue or brown patches on legs or arms (symptom)
C2184183  localized convulsion progressed to involve one entire side (symptom)
C2184184  localized convulsions
C2184216  localized skin discoloration
C2185950  loss of vision in part of visual field as if curtain were being drawn
C2185951  lost periods of time (symptom)
C2185953  lower back pain radiating to the legs
C2185954  lower back pain relieved by lying down (symptom)
C2185955  lower back pain worse with bending
C2185956  lower back pain worse with coughing or sneezing
C2185957  lower back pain worsened by lying down (symptom)
C2185962  low self-esteem compensated by falsely positive attitude (symptom)
C2185964  lower back pain precipitated by tension, depression, anxiety
C2185965  lower back pain relieved by movement
C2187510  retroorbital pain in left eye
C2187511  pain behind the right eye
C2187991  frequency of urinary incontinence at night while asleep
C2188004  unconscious about 1-5 minutes after fainting (symptom)
C2188005  unconscious for 15 seconds or less after fainting (symptom)
C2188199  constant headache
C2188222  unusual darkening of skin color (symptom)
C2189718  worsening vision started after prescription change
C2198702  bloating after meals
C2198703  bloating after medications
C2198704  abdominal bloating after specific foods (symptom)
C2198872  worsening vision after prescription change distance vision
C2198875  bilateral anosmia (diagnosis)
C2198876  anosmia on left
C2198877  anosmia on right
C2198887  dizziness preceded by chest pain (symptom)
C2198888  dizziness preceded by flushing (symptom)
C2198889  dizziness preceded by nausea
C2198890  dizziness preceded by rapid or irregular heartbeat (symptom)
C2198891  dizziness preceded by sudden or severe headache (symptom)
C2198892  dizziness preceded by sudden severe ear pain
C2198893  dizziness preceded by sudden severe pain
C2198894  dizziness preceded by sudden severe throat pain (symptom)
C2198895  dizziness preceded by sweating
C2198896  dizziness preceded by turning blue (symptom)
C2198897  dizziness preceded by turning pale (symptom)
C2198898  dizziness upon bending over (symptom)
C2198899  dizziness upon rolling over (symptom)
C2198900  dizziness when walking up stairs
C2198901  dizziness while using hands or arms
C2198906  do not feel rested after adequate night's sleep
C2199005  drags left foot when walking (symptom)
C2199006  drags one foot when walking as symptom
C2199007  drags right foot when walking
C2199085  dropping dishes frequently (symptom)
C2199086  drowsiness while driving (symptom)
C2199191  dry skin localized to both feet (symptom)
C2199192  dry skin localized to both hands (symptom)
C2199193  dry skin localized to both shins (symptom)
C2199194  dry skin localized to creases of elbows, wrists, knees (symptom)
C2199195  dry skin localized to face (symptom)
C2199196  dry skin localized to feet (symptom)
C2199197  dry skin localized to hand
C2199198  dry skin localized to left foot
C2199199  dry skin localized to left hand (symptom)
C2199200  dry skin localized to left shin
C2199201  dry skin localized to right foot
C2199202  dry skin localized to right hand (symptom)
C2199203  dry skin localized to right shin (symptom)
C2199204  dry skin localized to shins
C2199205  dry skin with cracking
C2199213  dull abdominal pain
C2199612  eating binges followed by guilt and depression
C2199768  lower posterior neck pain (symptom)
C2200455  rhythmic rocking or bumping
C2201627  eye pain right
C2202100  right hip joint pain (symptom)
C2202419  swollen right labia
C2202703  voluntary repetitive behavior (symptom)
C2202800  walking with short steps
C2202982  wavy lines in vision
C2202993  weakness in right hand
C2202994  weakness in hips and shoulders (symptom)
C2202995  weakness of left arm
C2202996  weakness of right arm (physical finding)
C2202997  quadriparesis developed in a clockwise fashion
C2203000  weakness in hands and feet (symptom)
C2203001  weakness on one entire side
C2203257  white or light spots in field of vision stationary (symptom)
C2203298  worsening central vision
C2203299  worsening distance vision (symptom)
C2203300  worsening headaches (symptom)
C2203301  worsening near vision (symptom)
C2203302  worsening peripheral vision
C2203303  worsening peripheral vision binocular
C2203304  worsening peripheral vision in left eye (symptom)
C2203305  worsening peripheral vision in right eye
C2203306  worsening continuous headache
C2203308  worsening vision as day progresses (symptom)
C2203309  worsening vision in left eye
C2203310  worsening vision in one eye
C2203311  worsening vision in right eye (symptom)
C2203312  transient worsening of vision (symptom)
C2203313  worsening vision progressing rapidly (symptom)
C2203314  worsening vision progressing slowly (symptom)
C2203491  writing has become very small (symptom)
C2203713  zygomatic headache
C2203729  headache which started with devastating suddenness
C2203731  excruciating facial pain which is brief
C2203732  facial pain initiated by trigger point stimulation
C2203733  seeing words, letters, or syllables reversed on page (symptom)
C2203734  eye pain worse with movement
C2203737  yellow-green halos around lights
C2215257  acute postoperative pain
C2218165  neck pain in the lower neck / upper back right
C2218360  right neck pain (symptom)
C2218625  right shoulder weakness (symptom)
C2219283  pain in the right cheek
C2219284  headache in right forehead
C2219285  right-sided headache (symptom)
C2219286  lower back pain on the right
C2219290  right-sided temporal headache (symptom)
C2219292  headache in front of right ear
C2219313  ring scotoma of both eyes
C2219314  ring scotoma of left eye (diagnosis)
C2219315  ring scotoma of right eye
C2219321  ringing in both ears (symptom)
C2219322  ringing in ears sounds like
C2219323  pulsating tinnitus
C2219324  ringing in left ear only (symptom)
C2219325  ringing in right ear only
C2219654  excruciating sore throat
C2219655  factors increasing neck pain (symptom)
C2219656  neck pain increased by swallowing (symptom)
C2219657  neck pain increased by head movement (symptom)
C2219658  neck pain increased by coughing (symptom)
C2219659  neck pain radiating down arm (symptom)
C2219660  neck pain radiating up back of head
C2219661  neck pain radiating to shoulder
C2219663  extreme overeating lasting 2-3 weeks and recurring (symptom)
C2219667  abdominal swelling 20-30 minutes after a meal (symptom)
C2219668  abdominal swelling after milk or milk products
C2219669  abdominal pain which radiates
C2219670  abdominal pain radiating to upper back
C2219671  abdominal pain radiating to lower or middle back (symptom)
C2219672  abdominal pain radiating to inguinal region (symptom)
C2219673  abdominal pain radiating to left shoulder
C2219674  abdominal pain radiating to the neck & arms
C2219675  abdominal pain radiating to right shoulder (symptom)
C2219676  abdominal pain which changed location (symptom)
C2219677  abdominal pain migrated to right lower quadrant region
C2219678  quality of abdominal pain (symptom)
C2219679  severe, constant abdominal pain (symptom)
C2219680  burning abdominal pain
C2219681  pattern of occurrence of abdominal pain (symptom)
C2219682  abdominal pain onset within 30 minutes after eating
C2219683  onset of abdominal pain 1-4 hours after eating
C2219684  abdominal pain initiated or exacerbated by ETOH
C2219685  abdominal pain negatively influenced by exertion
C2219686  abdominal pain causes awakening from sleep (symptom)
C2219687  abdominal pain upon awakening for day
C2219688  seasonal abdominal pain either spring or fall
C2219689  abdominal pain initiating or exacerbating factors
C2219690  abdominal pain negatively influenced by fasting (symptom)
C2219691  abdominal pain negatively influenced by coffee (symptom)
C2219692  abdominal pain initiated or exacerbated by milk or milk products
C2219693  abdominal pain negatively influenced by food
C2219694  abdominal pain negatively influenced by fatty foods (symptom)
C2219695  abdominal pain initiated or exacerbated by lying down
C2219696  abdominal pain initiated or exacerbated by body movement or cough
C2219697  abdominal pain relieved by
C2219698  abdominal pain relieved by food
C2219699  abdominal pain relieved by antacids (symptom)
C2219700  abdominal pain relieved suddenly for no known reason (symptom)
C2219701  abdominal pain relieved by leaning forward
C2219702  abdominal pain relieved by bowel movement (symptom)
C2219703  abdominal pain relieved by vomiting
C2219719  fever started during most recent menstrual period
C2219727  fainting while using hands or arms
C2219728  fainting upon bending over (symptom)
C2219729  fainting upon standing up
C2219730  focal neurological disturbances
C2219731  sense of smell greatly increased (symptom)
C2219732  sense of smell lost (anosmia) just on one side
C2219735  shuffling walk
C2219736  facial tingling
C2219737  burning sensation in left arm or hand
C2219738  burning sensation in both arms or hands
C2219739  burning sensation in left leg or foot (symptom)
C2219740  burning sensation in both legs or feet (symptom)
C2219741  burning sensation in hands and feet
C2219742  numbness of one entire side
C2219743  numbness of entire right side (symptom)
C2219744  numbness of entire left side (symptom)
C2219745  numbness of right arm (symptom)
C2219746  numbness of inner aspect of right arm (symptom)
C2219747  numbness of outer aspect of right arm
C2219748  numbness of left arm (symptom)
C2219749  numbness of inner side of left arm (symptom)
C2219750  numbness of outer side of left arm (symptom)
C2219751  numbness of both arms (symptom)
C2219752  numbness of inner aspect of both arms (symptom)
C2219753  numbness of outer aspect of both arms
C2219754  numbness of right hand
C2219755  numbness of right thumb (symptom)
C2219756  numbness of right thumb and index finger (symptom)
C2219757  numbness of right thumb, index and middle fingers (symptom)
C2219758  numbness of right middle finger (symptom)
C2219759  numbness of right ring and little fingers (symptom)
C2219760  numbness on back of right hand (symptom)
C2219761  numbness of left hand
C2219762  numbness of left thumb (symptom)
C2219763  numbness of left thumb and index finger (symptom)
C2219764  numbness of left thumb, index and middle fingers (symptom)
C2219765  numbness of left middle finger
C2219766  numbness of left ring and little fingers
C2219767  numbness on back of left hand (symptom)
C2219768  numbness of both hands
C2219769  numbness from the waist down
C2219770  numbness of right leg (symptom)
C2219771  numbness on front of right thigh
C2219772  numbness of inner aspect of right thigh (symptom)
C2219773  numbness of right groin (symptom)
C2219774  numbness of outer aspect of right thigh
C2219775  numbness of back of right thigh (symptom)
C2219776  numbness of right buttock
C2219777  numbness of front of right lower leg
C2219778  numbness of back of right lower leg
C2219779  left leg numbness
C2219780  numbness of front of left thigh (symptom)
C2219781  numbness of inner aspect of left thigh
C2219782  numbness of left groin
C2219783  numbness of outer aspect of left thigh
C2219784  numbness of back of left thigh (symptom)
C2219785  numbness of left buttock (symptom)
C2219786  numbness on front of left lower leg (symptom)
C2219787  numbness of left calf
C2219788  numbness of both legs
C2219789  numbness of both buttocks (symptom)
C2219790  numbness of both arms and both legs (symptom)
C2219791  numbness of right foot (symptom)
C2219792  numbness on top of right foot (symptom)
C2219793  numbness on sole of right foot (symptom)
C2219794  numbness of left foot (symptom)
C2219795  numbness on top of left foot (symptom)
C2219796  numbness on sole of left foot
C2219797  numbness of both feet
C2219798  numbness started with legs and progressed upward
C2219799  numbness of arms or legs during exercise (symptom)
C2219800  numbness of perianal region
C2219801  numbness in the perineum
C2219803  anesthesia from the neck down
C2219804  anesthesia from the chest down
C2219805  anesthesia from the waist down
C2219806  anesthesia in the legs
C2219807  focal disturbances which start with straining (symptom)
C2219816  lower back pain excruciating
C2219830  muscle cramps occur at night
C2219831  muscle cramps precipitated by exercise (symptom)
C2219832  muscle cramps especially in cold weather (symptom)
C2219833  muscle spasms in the neck
C2219835  feelings of weakness occurring 15-30 minutes after eating
C2219836  feelings of weakness occurring 2-3 hours after eating (symptom)
C2219837  skin lesion comes and goes (symptom)
C2219840  episodic pallor
C2219841  feet and legs are blue (cyanosis)
C2219842  the skin has acquired a light lemon yellow color
C2219843  anal pruritus worse at night
C2219845  malaise worse in morning (symptom)
C2219846  malaise worse in evening (symptom)
C2219847  sleeping much more than usual
C2219848  excessive sleepiness during the day (daytime somnolence)
C2219849  awakening in middle of night
C2219851  screaming in middle of night
C2219868  anxiety, starts suddenly lasting minutes to hours
C2219870  anxiety, 3 or more episodes in 3 weeks (symptom)
C2219874  euphoria alternating with periods of depression
C2219881  seeing objects distorted in size or shape (symptom)
C2219895  automatism chewing (symptom)
C2219896  automatism smacking or licking lips
C2219897  automatism blinking eyelids (symptom)
C2219898  automatism head turning (symptom)
C2219901  being more talkative than usual (symptom)
C2219903  being less talkative than usual (symptom)
C2219909  sexual identity is different from one's anatomic sex (symptom)
C2219916  brownish skin discoloration localized on lower legs (symptom)
C2219918  vaginal spasms
C2219919  vaginal spasms with attempted penetration
C2219924  feeling persecuted, expecting trickery
C2219925  feeling persecuted, vigilant against perceived treachery (symptom)
C2219926  feeling persecuted, concerned with hidden motives of others
C2219927  fixed beliefs contradicted by reality shared with others
C2219928  being quick to take offense
C2219946  sleep terrors
C2219953  middle-night awakening having a cigarette (symptom)
C2219954  middle-night awakening having a snack (symptom)
C2219960  fainting preceded by sudden or severe headache (symptom)
C2219961  fainting followed by a headache
C2219962  fainting preceded by turning pale (symptom)
C2219963  fainting preceded by sweating (symptom)
C2219964  fainting preceded by flushing
C2219965  fainting during urination
C2219966  fainting while coughing (symptom)
C2219967  fainting preceded by sudden severe throat pain
C2219968  fainting preceded by sudden severe ear pain
C2219969  fainting preceded by rapid or irregular heartbeat
C2219970  fainting preceded by turning blue
C2219973  mouthing of one's hair (symptom)
C2219974  burning sensation in fingers (symptom)
C2219983  fainting preceded by chest pain (symptom)
C2219984  skin stretch marks occurred after pregnancy
C2219985  skin stretch marks occurred after losing weight
C2219986  skin stretch marks occurred spontaneously
C2219988  skin lesion comes and goes with fever (symptom)
C2219989  total vision loss unilaterally occurring briefly
C2219994  numbness of tongue on right side (symptom)
C2219995  numbness of tongue on left side
C2219996  numbness of tongue on both sides
C2219997  numbness on one entire side of face (symptom)
C2219998  right-sided hemifacial numbness
C2219999  left-sided hemifacial numbness
C2220000  numbness of forehead (symptom)
C2220001  numbness of right side of forehead (symptom)
C2220002  numbness of left side of forehead
C2220003  numbness of right cheek (symptom)
C2220004  numbness of left cheek
C2220005  numbness of chin
C2220006  right shoulder numbness
C2220007  left shoulder numbness
C2220010  socially inappropriate behavior (symptom)
C2220020  mismatch of sleep-wake schedule with lifestyle needs
C2220024  abdominal pain relieved by passing gas (symptom)
C2220026  neck pain radiating up back of head on right (symptom)
C2220027  neck pain radiating up back of head on left
C2220028  burning headache (symptom)
C2220050  blurred vision as if looking through a glass of water
C2220051  seeing a bright light for 1-15 minutes
C2220057  fainting preceded (symptom)
C2220077  numbness made worse by
C2220078  numbness made worse by heat
C2220079  numbness made worse by exercise (symptom)
C2220080  numbness made worse by stress (symptom)
C2220081  bilateral lower posterior neck pain (symptom)
C2220082  muscle pain in shoulder (symptom)
C2220083  muscle pain in right shoulder (symptom)
C2220084  muscle pain in left shoulder (symptom)
C2220085  muscle pain in both shoulders (symptom)
C2220087  bilateral neck pain (symptom)
C2220114  skin lesion appeared after fever with other symptoms resolved
C2220115  abdominal pain in multiple locations
C2220116  skin lesion has gotten much worse (symptom)
C2220150  skin lesion on right side of nose
C2220151  skin lesion on left side of nose
C2220152  skin lesion on both sides of nose (symptom)
C2220160  skin lesion on upper lip
C2220161  skin lesion on right side of upper lip (symptom)
C2220162  skin lesion on left side of upper lip
C2220163  skin lesion on both sides of upper lip (symptom)
C2220164  skin lesion on lower lip (symptom)
C2220165  skin lesion on right side of lower lip (symptom)
C2220166  skin lesion on left side of lower lip
C2220167  skin lesion on both sides of lower lip (symptom)
C2220232  skin lesion on right ear (symptom)
C2220233  skin lesion on left ears
C2220245  worsening vision after prescription change for near vision
C2220247  feelings of weakness relieved by food (symptom)
C2220255  motor disturbances (symptom)
C2220390  mouth pain occurring recently with fruit juices
C2228009  angioscotoma of both eyes (diagnosis)
C2228010  angioscotoma of left eye (diagnosis)
C2228011  angioscotoma of right eye (diagnosis)
C2228138  primary diurnal enuresis (diagnosis)
C2228140  primary nocturnal and diurnal enuresis (diagnosis)
C2228141  secondary diurnal enuresis (diagnosis)
C2228963  medicated level of sleepiness
C2229262  scintillating scotoma of both eyes
C2229263  scintillating scotoma of left eye
C2229264  scintillating scotoma of right eye (diagnosis)
C2229494  decreased sense of smell on both sides
C2229495  decreased sense of smell on left (symptom)
C2229496  decreased sense of smell on right
C2229995  fear of present medical condition (symptom)
C2229996  fear of possible cancer (symptom)
C2229997  fear of possible surgery (symptom)
C2229998  fear of possible loss of ability to work
C2229999  fear of inability to care for family members
C2230000  fear of inability to pay for medical care (symptom)
C2230001  fear of possible side effects of medications (symptom)
C2230002  fear of dying from medical condition (symptom)
C2230003  fear that knowledge of condition will harm others (symptom)
C2230004  fear of seriousness of illness (symptom)
C2230005  fear of possible communicable illness (symptom)
C2230006  fear of time lost from work (symptom)
C2230007  fear of possible inheritable condition
C2230008  fear that personal behavior caused illness
C2231398  post-viral asthenia
C2231481  blister on the upper gums
C2231482  blister on the lower gums
C2231893  skin crust shape [as symptom]
C2231894  skin crust circular in shape [as symptom]
C2231895  skin crust coin-shaped [as symptom]
C2231896  circular skin crust spreading outward with surrounding red ring (symptom)
C2231897  skin crust circular in shape at site of tick bite [as symptom]
C2231898  skin crust lacy [as symptom]
C2231899  skin crust polygonal [as symptom]
C2231900  skin crusts generalized [as symptom]
C2231901  skin crusts generalized including palms and soles [as symptom]
C2231902  skin crusts generalized excluding palms and soles [as symptom]
C2231903  skin crusts generalized including the palms [as symptom]
C2231904  skin crusts generalized excluding the palms [as symptom]
C2231905  skin crusts generalized including soles of feet [as symptom]
C2231906  skin crusts generalized excluding soles of feet [as symptom]
C2231907  skin crusts generalized including the eyelid(s) [as symptom]
C2231908  skin crusts generalized including interior surfaces [as symptom]
C2231909  generalized skin crust including interior of nose (symptom)
C2231910  generalized skin crust including interior of mouth (symptom)
C2231911  generalized skin crust including interior of genitalia (symptom)
C2231912  generalized skin crust including interior of rectum
C2231913  skin crust localized to [as symptom]
C2231914  skin crust on scalp
C2231915  skin crust on anterior surface of scalp (symptom)
C2231916  skin crust on top of scalp (symptom)
C2231917  skin crust on lateral surface of right side of scalp (symptom)
C2231918  skin crust on lateral surface of left side of scalp (symptom)
C2231919  skin crust on posterior surface of scalp
C2231920  skin crust on scalp at hair line
C2231921  skin crust on ears (symptom)
C2231922  skin crust on right ear (symptom)
C2231923  skin crust on left ear (symptom)
C2231924  skin crust on face (symptom)
C2231925  skin crust on forehead
C2231926  skin crust on right side of forehead
C2231927  skin crust on left side of forehead
C2231928  skin crust on entire forehead (symptom)
C2231929  skin crust between forehead and ear (symptom)
C2231930  skin crust between forehead and right ear
C2231931  skin crust between forehead and left ear
C2231932  skin crust between forehead and both ears
C2231933  skin crust on cheek (symptom)
C2231934  skin crust on right cheek (symptom)
C2231935  skin crust on left cheeks (symptom)
C2231936  skin crust on both cheeks (symptom)
C2231937  skin crust at junction of nose and cheek (symptom)
C2231938  skin crust at junction of nose and right cheek (symptom)
C2231939  skin crust at junction of nose and left cheek
C2231940  skin crust at junction of nose and both cheeks
C2231941  skin crust on nose (symptom)
C2231942  skin crust on right side of nose (symptom)
C2231943  skin crust on left side of nose
C2231944  skin crust on both sides of nose (symptom)
C2231945  skin crust around mouth (circumoral) (symptom)
C2231946  skin crust around right side of mouth (symptom)
C2231947  skin crust around left side of mouth (symptom)
C2231948  skin crust around both sides of mouth
C2231949  skin crust around nose and mouth (symptom)
C2231950  skin crust around right side of nose and mouth
C2231951  skin crust around left side of nose and mouth (symptom)
C2231952  skin crust around both sides of nose and mouth (symptom)
C2231953  skin crust on lip
C2231954  skin crust on skin of lip
C2231955  skin crust on vermilion border of lip (symptom)
C2231956  skin crust on upper lip (symptom)
C2231957  skin crust on right side of upper lip (symptom)
C2231958  skin crust on left side of upper lip
C2231959  skin crust on both sides of upper lip
C2231960  skin crust on lower lip (symptom)
C2231961  skin crust on right side of lower lip
C2231962  skin crust on left side of lower lip (symptom)
C2231963  skin crust on both sides of lower lip (symptom)
C2231964  skin crust on chin (symptom)
C2231965  skin crust on right side of chin (symptom)
C2231966  skin crust on left side of chin
C2231967  skin crust on both sides of chin
C2231968  skin crust along jawline
C2231969  skin crust along right side of jawline
C2231970  skin crust along left side of jawline (symptom)
C2231971  skin crust along both sides of jawline (symptom)
C2231972  skin crust on neck
C2231973  skin crust on right side of neck
C2231974  skin crust on anterior surface of right side of neck (symptom)
C2231975  skin crust on posterior surface of right side of neck (symptom)
C2231976  skin crust on left side of neck
C2231977  skin crust on left anterior neck
C2231978  skin crust on posterior surface of left side of neck (symptom)
C2231979  skin crust on both sides of neck (symptom)
C2231980  skin crust on anterior surface of both sides of neck
C2231981  skin crust on posterior surface of both sides of neck (symptom)
C2231982  skin crust of shoulder
C2231983  skin crust on right shoulder
C2231984  skin crust on front of right shoulder
C2231985  skin crust on top of right shoulder
C2231986  skin crust on back of right shoulder (symptom)
C2231987  skin crust on left shoulder (symptom)
C2231988  skin crust on anterior surface of left shoulder
C2231989  skin crust on superior surface of left shoulder (symptom)
C2231990  skin crust on posterior surface of left shoulder (symptom)
C2231991  skin crust on both shoulders (symptom)
C2231992  skin crust on anterior surface of both shoulders
C2231993  skin crust on superior surface of both shoulders (symptom)
C2231994  skin crust on posterior surface of both shoulders (symptom)
C2231995  skin crust of armpit (symptom)
C2231996  skin crust of axillary vault (symptom)
C2231997  skin crust of axillary fold (symptom)
C2231998  skin crust of anterior axillary fold (symptom)
C2231999  skin crust of posterior axillary fold (symptom)
C2232000  skin crust within right armpit (symptom)
C2232001  skin crust within left armpit
C2232002  skin crust within both armpits (symptom)
C2232003  skin crust on upper extremity (symptom)
C2232004  skin crust on upper arm
C2232005  skin crust on right upper arm
C2232006  skin crust on left upper arm (symptom)
C2232007  skin crust on both upper arms (symptom)
