C0000731  ABDOMINAL DISTENTION
C2178982  erythema of posterior aspect of mid right arm
C2178983  erythema of medial aspect of mid right arm (physical finding)
C2178984  erythema of lateral aspect of mid right arm (physical finding)
C2178985  erythema of anterior aspect of mid left arm (physical finding)
C2178986  erythema of posterior aspect of mid left arm (physical finding)
C2178987  erythema of medial aspect of mid left arm
C2178988  erythema of lateral aspect of mid left arm (physical finding)
C2179025  muscle atrophy of long head of triceps of right arm only (physical finding)
C2179026  muscle atrophy of medial head of triceps of right arm only (physical finding)
C2179027  muscle atrophy of lateral head of triceps of right arm only
C2179028  muscle atrophy of long head of triceps of left arm only (physical finding)
C2179029  muscle atrophy of medial head of triceps of left arm only
C2179030  muscle atrophy of lateral head of triceps of left arm only
C2179832  yellow nail plates (physical finding)
C2179852  plantar flexion strength of soleus of right ankle
C2179853  plantar flexion strength of soleus of left ankle (physical finding)
C2180209  erythema of proximal right arm
C2180210  erythema of mid right arm (physical finding)
C2180211  erythema of distal right arm
C2180212  erythema of proximal left arm (physical finding)
C2180213  erythema of mid left arm (physical finding)
C2180214  erythema of distal left arm (physical finding)
C2180227  erythema of right proximal forearm
C2180228  erythema of right mid forearm (physical finding)
C2180229  erythema of right distal forearm
C2180230  erythema of left proximal forearm (physical finding)
C2180231  erythema of left mid forearm (physical finding)
C2180232  erythema of left distal forearm
C2180239  circumferential erythema of right proximal forearm
C2180240  circumferential erythema of right mid forearm
C2180241  circumferential erythema of right distal forearm (physical finding)
C2180242  circumferential erythema of left proximal forearm (physical finding)
C2180243  circumferential erythema of left mid forearm (physical finding)
C2180244  circumferential erythema of left distal forearm (physical finding)
C2180386  unstable fracture of skull (physical finding)
C2180387  unstable fracture of temporal bone (physical finding)
C2180388  unstable fracture of right temporal bone
C2180389  unstable fracture of left temporal bone
C2180390  unstable fracture of parietal bone (physical finding)
C2180391  unstable fracture of right parietal bone (physical finding)
C2180392  unstable fracture of left parietal bone
C2180393  unstable fracture of frontal bone (physical finding)
C2180394  unstable fracture of sphenoid bone
C2180395  unstable fracture of right sphenoid bone
C2180396  unstable fracture of left sphenoid bone
C2180397  unstable fracture of occipital bone
C2180398  unstable fracture of mastoid process (physical finding)
C2180399  unstable fracture of right mastoid process (physical finding)
C2180400  unstable fracture of left mastoid process
C2180401  unstable fracture of zygomatic arch (physical finding)
C2180402  unstable fracture of right zygomatic arch (physical finding)
C2180403  unstable fracture of left zygomatic arch (physical finding)
C2180404  right costovertebral angle tenderness (physical finding)
C2180525  puncture of forehead consistent with entry wound of specified bullet (#___) (physical finding)
C2180526  puncture of forehead consistent with entry wound of multiple bullets
C2180527  puncture of forehead consistent with exit wound of specified bullet (#___)
C2180528  puncture of forehead consistent with exit wound of multiple bullets
C2180529  puncture of face consistent with entry wound of specified bullet (#___) (physical finding)
C2180530  puncture of face consistent with entry wound of multiple bullets (physical finding)
C2180531  puncture of face consistent with exit wound of specified bullet (#___) (physical finding)
C2180532  puncture of face consistent with exit wound of multiple bullets
C2180533  puncture of back of head consistent with entry wound of specified bullet (#___)
C2180534  puncture of back of head consistent with entry wound of multiple bullets (physical finding)
C2180535  puncture of back of head consistent with exit wound of specified bullet (#___)
C2180536  puncture of back of head consistent with exit wound of multiple bullets
C2180569  TMJ right tissue injury laceration
C2180570  TMJ right tissue injury laceration multiple
C2180571  TMJ right tissue injury laceration bleeding
C2180572  TMJ right tissue injury laceration bleeding arterial
C2180573  TMJ right tissue injury laceration bleeding venous
C2180574  TMJ right tissue injury laceration bleeding tissue
C2180575  TMJ right tissue injury laceration weeping
C2180576  TMJ right tissue injury laceration weeping serous
C2180577  TMJ right tissue injury laceration weeping serosanguineous
C2180578  TMJ right tissue injury laceration weeping bloody
C2180579  TMJ right tissue injury laceration weeping purulent
C2180580  TMJ right tissue injury laceration with aligned margins
C2180581  TMJ right tissue injury laceration length ___ cm
C2180582  TMJ right tissue injury laceration width ___ cm
C2180583  TMJ right tissue injury laceration shape
C2180584  TMJ right tissue injury laceration shape straight
C2180585  TMJ right tissue injury laceration shape curvilinear
C2180586  TMJ right tissue injury laceration shape angulated
C2180587  TMJ right tissue injury laceration shape angulated V-shaped
C2180588  TMJ right tissue injury laceration shape angulated Y-shaped
C2180589  TMJ right tissue injury laceration shape angulated L-shaped
C2180590  TMJ right tissue injury laceration shape irregular
C2180591  TMJ right tissue injury laceration direction
C2180592  TMJ right tissue injury laceration direction vertical
C2180593  TMJ right tissue injury laceration direction horizontal
C2180594  superior lateral to inferior medial laceration of right temporomandibular joint
C2180595  inferior lateral to superior medial laceration of right temporomandibular joint (physical finding)
C2180596  TMJ right tissue injury laceration dehiscence
C2181631  electroencephalography: nonspecific abnormal findings (procedure)
C2182059  lumbar spine magnetic resonance imaging lumbar cord mass intramedullary associated with primary tumor
C2182072  magnetic resonance imaging of lumbar spine: intradural extramedullary mass of cord associated with primary tumor (procedure)
C2182085  lumbar spine magnetic resonance imaging lumbar cord mass extramedullary associated with primary tumor
C2182977  desquamation on midline region of buttocks (physical finding)
C2182978  desquamation was seen in the perianal region
C2183424  difficulty in walking involving ankle or foot
C2183425  difficulty in walking involving multiple joints (diagnosis)
C2183426  difficulty in walking involving pelvis, hip, or femur (diagnosis)
C2183456  difficulty in walking involving knee, patella, tibia, or fibula
C2183492  diffuse spasm of abductor muscles of both hips
C2183493  diffuse spasm of abductor muscles of hip
C2183494  diffuse spasm of abductor muscles of left hip
C2183495  diffuse spasm of abductor muscles of right hip
C2183496  diffuse spasm of adductor muscles of both hips
C2183497  diffuse spasm of adductor muscles of hip
C2183498  diffuse spasm of adductor muscles of left hip (physical finding)
C2183499  diffuse spasm of adductor muscles of right hip
C2183500  diffuse spasm of extensor muscles of both hips
C2183501  diffuse spasm of extensor muscles of hip
C2183502  diffuse spasm of extensor muscles of left hip (physical finding)
C2183503  diffuse spasm of extensor muscles of right hip
C2183504  diffuse spasm of flexor muscles of both hips (physical finding)
C2183505  diffuse spasm of flexor muscles of hip
C2183506  diffuse spasm of flexor muscles of left hip
C2183507  diffuse spasm of flexor muscles of right hip (physical finding)
C2183681  bowel sounds diminished or absent
C2183768  direct abdominal tenderness (physical finding)
C2183769  abdomen tenderness direct epigastric
C2183773  direct LLQ tenderness
C2183774  direct left upper quadrant tenderness
C2183775  abdomen tenderness direct periumbilical
C2183776  direct tenderness in right lower quadrant
C2183777  abdomen tenderness direct RUQ
C2183778  direct tenderness in suprapubic region
C2183813  discoloration of multiple teeth
C2183814  teeth discoloration single
C2183964  limping on left on exam
C2183965  limping on the right
C2184200  localized cyanosis (physical finding)
C2184201  localized dry skin (symptom)
C2184254  localized teeth discoloration
C2184262  location of skin lesion (symptom)
C2186740  reported urticaria
C2186979  resting tremor in left lower extremity
C2186980  resting tremor of left lower extremity frequency (___ Hz)
C2186981  resting tremor in left upper extremity
C2186982  resting tremor of left upper extremity frequency (___ Hz)
C2186983  resting tremor in right lower extremity
C2186984  resting tremor of right lower extremity frequency (___ Hz)
C2186985  resting tremor in right upper extremity
C2186986  resting tremor of right upper extremity frequency (___ Hz)
C2186987  resting tremor of head
C2186988  frequency of resting tremor of head (physical finding)
C2187002  retained intraocular magnetic foreign body in the anterior chamber of both eyes
C2187003  retained intraocular magnetic foreign body of anterior chamber of left eye
C2187004  retained intraocular magnetic foreign body of anterior chamber of right eye (diagnosis)
C2187005  retained intraocular magnetic foreign body in the iris of both eyes
C2187006  retained intraocular magnetic foreign body of iris of left eye
C2187007  retained intraocular magnetic foreign body of iris of right eye (diagnosis)
C2187008  retained intraocular magnetic foreign body of lens of both eyes
C2187009  retained intraocular magnetic foreign body of lens of left eye
C2187010  retained intraocular magnetic foreign body of lens of right eye (diagnosis)
C2187011  retained intraocular magnetic foreign body in the ciliary body of both eyes
C2187012  retained intraocular magnetic foreign body of ciliary body of left eye (diagnosis)
C2187013  retained intraocular magnetic foreign body of ciliary body of right eye (diagnosis)
C2187020  retained intraocular magnetic foreign body of vitreous both eyes (diagnosis)
C2187021  retained intraocular magnetic foreign body of vitreous left eye
C2187022  retained intraocular magnetic foreign body of vitreous right eye
C2187272  microaneurysms of retinal vessels of both eyes (physical finding)
C2187273  microaneurysms of retinal vessels of left eye (physical finding)
C2187274  microaneurysms of retinal vessels of right eye (physical finding)
C2188180  unilateral miosis
C2188201  demonstrated behavior unresponsive to questioning
C2188218  unsuccessful attempt to stop smoking (history)
C2188223  unusual growth on skin (symptom)
C2188868  using PCP daily for a month or more
C2189204  vaulting gait (physical finding)
C2189205  vaulting gait on left
C2189206  vaulting gait on right
C2189320  verbally berated, harassed, or intimidated (history)
C2189581  vibration decrease all four limbs
C2189582  vibration decrease arm / hand
C2189583  vibration decrease arm / hand bilateral
C2189584  vibration decrease arm / hand left
C2189585  vibration decrease arm / hand right
C2189586  vibration decrease leg / foot both ankles
C2189587  vibration decrease distal extremities (glove & stocking)
C2189588  vibration decrease leg / foot left ankle
C2189589  vibration decrease leg / foot left
C2189590  vibration decrease leg / foot
C2189591  vibration decrease leg / foot bilateral
C2189592  vibration decrease leg / foot right ankle
C2189593  vibration decrease leg / foot right
C2189594  vibration decrease leg / foot toes both feet
C2189595  vibration decrease leg / foot left toes
C2189596  vibration decrease leg / foot right toes
C2189597  a sensory level of decreased vibration sensation was noted
C2189598  decreased vibration sensory level at clavicles (physical finding)
C2189599  decreased vibration sensory level at left clavicle only (physical finding)
C2189600  decreased vibration sensory level at right clavicle only
C2189601  decreased vibration sensory level at iliac spine
C2189602  decreased vibration sensory level at iliac spine on left only
C2189603  decreased vibration sensory level at iliac spine on right only
C2189604  decreased vibration sensory level at xiphisternum (physical finding)
C2189605  vibratory sensation hemisensory
C2189606  sensation vibration hemisensory left only
C2189607  vibratory sensation hemisensory right only
C2189611  victim of age discrimination (history)
C2189612  victim of discrimination (history)
C2189613  victim of discrimination due to chronic illness (history)
C2189614  victim of discrimination due to disability (history)
C2189615  subjected to ethnic discrimination
C2189616  victim of grand theft (history)
C2189617  subjected to racial discrimination
C2189618  victim of sexual discrimination (history)
C2195230  erythema of upper back (physical finding)
C2195231  erythema of right upper back
C2195232  erythema of right upper paraspinal region
C2195233  erythema of left upper paraspinal region
C2195234  erythema of left upper back (physical finding)
C2195235  erythema of mid back
C2195236  erythema of right mid back
C2195237  erythema of right mid paraspinal region (physical finding)
C2195238  erythema of left mid paraspinal region (physical finding)
C2195239  erythema of left mid back (physical finding)
C2195240  erythema of lower back
C2195241  erythema of right lower back (physical finding)
C2195242  erythema of right lower paraspinal region (physical finding)
C2195243  erythema of left lower paraspinal region
C2195244  erythema of left lower back
C2195263  tissue injury upper right paraspinal bite
C2195414  tissue injury middle right paraspinal bite
C2195604  tissue injury lower right paraspinal bite
C2195739  thick scales
C2195740  thin scales
C2195741  peripherally adherent scales (physical finding)
C2195742  centrally adherent scales (physical finding)
C2195789  maceration on right medial canthus
C2195790  maceration on left medial canthus
C2195791  maceration on right lateral canthus (physical finding)
C2195792  maceration on the face eyelids canthus left lateral
C2196204  writing limited vocabulary
C2196207  writing complexity limited to single letters
C2196208  writing complexity limited to simple words
C2196209  writing complexity limited to simple sentences (physical finding)
C2196210  writing complexity limited to simple paragraphs (physical finding)
C2196336  muscle atrophy of right shoulder (physical finding)
C2196337  muscle atrophy of left shoulder (physical finding)
C2196338  muscle atrophy of both shoulders
C2196339  muscle spasm of right shoulder (physical finding)
C2196340  muscle spasm of left shoulder (physical finding)
C2196341  muscle spasm of both shoulders
C2196360  erythema of right hand (physical finding)
C2196361  erythema of left hand
C2196362  erythema of both hands (physical finding)
C2196375  muscle atrophy forearm right (physical finding)
C2196376  muscle atrophy forearm left (physical finding)
C2196377  muscle atrophy of both forearms (physical finding)
C2196449  muscle atrophy of right arm (physical finding)
C2196450  muscle atrophy of left arm
C2196451  muscle atrophy of both arms (physical finding)
C2196507  erythema of right foot (physical finding)
C2196508  erythema of left foot (physical finding)
C2196509  erythema of both feet
C2196519  feet nodules right
C2196520  feet nodules left
C2196521  feet nodules bilateral
C2196582  hand weakness right
C2196583  weakness in both hands
C2196599  weakness in both arms
C2196957  erythema of inner thigh (physical finding)
C2196964  rigidity bilateral (physical finding)
C2196965  fine, rapid tremor of right hand
C2196966  fine, rapid tremor of left hand
C2196967  fine, rapid tremor of both hands (physical finding)
C2196968  right sided action tremor (physical finding)
C2196969  bilateral action tremor (physical finding)
C2196970  wing beating tremor on right
C2196971  wing beating tremor on left
C2196972  bilateral wing beating tremor
C2196973  bilateral tremor
C2196974  athetosis was noted on the right side
C2196975  athetosis was noted on the left side
C2196976  athetosis bilaterally
C2196977  bilateral chorea (physical finding)
C2196978  flailing of right arm
C2196979  flailing of right arm and right leg (physical finding)
C2196980  flailing of left arm
C2196981  flailing of left arm and left leg
C2196982  flailing bilaterally
C2196983  generalized myoclonus was seen
C2196984  myoclonus of right arm (physical finding)
C2196985  myoclonus of left arm (physical finding)
C2196986  myoclonus of right leg (physical finding)
C2196987  myoclonus of left leg (physical finding)
C2196988  multifocal myoclonus was seen
C2196989  facial myotonia was seen
C2196990  myotonia of right arm
C2196991  myotonia of left arm
C2196992  myotonia of right leg (physical finding)
C2196993  myotonia of left leg (physical finding)
C2196994  facial muscle fasciculations were seen
C2196995  facial muscle fasciculations were seen on the right side
C2196996  facial muscle fasciculations were seen on the left side
C2196997  bilateral facial muscle fasciculations were seen
C2196998  shoulder muscle fasciculations were seen
C2196999  muscle fasciculations of back (physical finding)
C2197000  abdominal muscle fasciculations were seen
C2197001  muscle fasciculations of right arm
C2197002  muscle fasciculations of right hand (physical finding)
C2197003  muscle fasciculations of left arm (physical finding)
C2197004  muscle fasciculations of left hand
C2197005  muscle fasciculations of right leg (physical finding)
C2197006  muscle fasciculations of left leg
C2197009  bilateral dysdiadochokinesis
C2197013  periungual nodule of toe
C2197028  bilateral costovertebral angle tenderness (physical finding)
C2197030  carotid artery tenderness on the right
C2197031  carotid artery tenderness bilaterally
C2197061  monoplegia of right upper extermity
C2197062  monoplegia of left upper extremity (physical finding)
C2197063  monoplegia of right lower extremity (physical finding)
C2197064  monoplegia of left lower extremity (physical finding)
C2197074  forehead puncture consistent with shrapnel entry wound
C2197075  puncture of forehead consistent with entry wound of specified shrapnel fragment (#___)
C2197076  puncture of forehead consistent with entry wound of multiple shrapnel fragments
C2197077  forehead puncture consistent with shrapnel exit wound
C2197078  puncture of forehead consistent with exit wound of specified shrapnel fragment (#___) (physical finding)
C2197079  puncture of forehead consistent with exit wound of multiple shrapnel fragments (physical finding)
C2197080  puncture of face consistent with shrapnel entry wound
C2197081  puncture of face consistent with entry wound of specified shrapnel fragment (#___) (physical finding)
C2197082  puncture of face consistent with entry wound of multiple shrapnel fragments
C2197083  puncture of face consistent with shrapnel exit wound (physical finding)
C2197084  puncture of face consistent with exit wound of specified shrapnel fragment (#___) (physical finding)
C2197085  puncture of face consistent with exit wound of multiple shrapnel fragments
C2197086  puncture of back of head consistent with shrapnel entry wound (physical finding)
C2197087  puncture of back of head consistent with entry wound of specified shrapnel fragment (#___)
C2197088  puncture of back of head consistent with entry wound of multiple shrapnel fragments (physical finding)
C2197297  lumbosacral spine spasm of paraspinal muscle on right side at specified level (L___) (physical finding)
C2197298  lumbosacral spine spasm of paraspinal muscle on right side at specified level (S___) (physical finding)
C2197299  lumbosacral spine muscle spasm paraspinal right from L___
C2197300  lumbosacral spine muscle spasm paraspinal right to L___
C2197301  lumbosacral spine spasm of paraspinal muscle on right side from L to specified level (S___) (physical finding)
C2197302  lumbosacral spine muscle spasm paraspinal right from S___
C2197303  lumbosacral spine spasm of paraspinal muscle on right side from S to specified level (S___)
C2197304  lumbosacral spine spasm of paraspinal muscle on left side at specified level (L___) (physical finding)
C2197305  lumbosacral spine spasm of paraspinal muscle on left side at specified level (S___)
C2197306  lumbosacral spine muscle spasm paraspinal left from L___
C2197307  lumbosacral spine muscle spasm paraspinal left to L___
C2197308  lumbosacral spine spasm of paraspinal muscle on left side from L to specified level (S___) (physical finding)
C2197309  lumbosacral spine muscle spasm paraspinal left from S___
C2197310  lumbosacral spine spasm of paraspinal muscle on left side from S to specified level (S___) (physical finding)
C2197311  lumbosacral spine spasm of paraspinal muscle bilaterally at specified level (L___) (physical finding)
C2197312  lumbosacral spine spasm of paraspinal muscle bilaterally at specified level (S___)
C2197313  lumbosacral spine spasm of paraspinal muscle bilaterally from specified level (L___)
C2197314  lumbosacral spine spasm of paraspinal muscle bilaterally to specified level (L___) (physical finding)
C2197315  lumbosacral spine spasm of paraspinal muscle bilaterally from L to specified level (S___)
C2197316  lumbosacral spine spasm of paraspinal muscle bilaterally from specified level (S___) (physical finding)
C2197317  lumbosacral spine spasm of paraspinal muscle bilaterally from S to specified level (S___) (physical finding)
C2197318  wrist muscle spasm
C2197319  muscle spasm of right wrist (physical finding)
C2197320  muscle spasm of extensor carpi radialis longus of right wrist
C2197321  muscle spasm of extensor carpi radialis brevis of right wrist (physical finding)
C2197322  muscle spasm of extensor carpi ulnaris of right wrist
C2197323  muscle spasm of flexor carpi radialis of right wrist
C2197324  muscle spasm of flexor carpi ulnaris of right wrist
C2197325  muscle spasm of left wrist (physical finding)
C2197326  muscle spasm of extensor carpi radialis longus of left wrist (physical finding)
C2197327  muscle spasm of extensor carpi radialis brevis of left wrist
C2197328  muscle spasm of extensor carpi ulnaris of left wrist (physical finding)
C2197329  muscle spasm of flexor carpi radialis of left wrist
C2197330  muscle spasm of flexor carpi ulnaris of left wrist
C2197331  muscle spasm of elbow
C2197332  muscle spasm of right elbow (physical finding)
C2197333  spasm of right supinator muscle
C2197334  spasm of right brachioradialis muscle (physical finding)
C2197335  spasm of right pronator teres muscle
C2197336  spasm of right pronator quadratus muscle (physical finding)
C2197337  spasm of right biceps muscle (physical finding)
C2197338  spasm of right brachialis muscle
C2197339  spasm of right triceps muscle
C2197340  spasm of right anconeus muscle (physical finding)
C2197341  muscle spasm of left elbow (physical finding)
C2197342  spasm of left supinator muscle (physical finding)
C2197343  spasm of left brachioradialis muscle (physical finding)
C2197344  spasm of left pronator teres muscle (physical finding)
C2197345  spasm of left pronator quadratus muscle (physical finding)
C2197346  spasm of left biceps muscle (physical finding)
C2197347  spasm of left brachialis muscle
C2197348  spasm of left triceps muscle
C2197349  spasm of left anconeus muscle (physical finding)
C2197359  muscle spasm of right lower back (physical finding)
C2197360  muscle spasm in right lower paraspinal region (physical finding)
C2197361  muscle spasm in left lower paraspinal region
C2197362  muscle spasm of left lower back (physical finding)
C2197363  muscle spasm of knee region
C2197365  right peroneus longus muscle spasm
C2197366  bilateral peroneus longus muscle spasm (physical finding)
C2197367  right peroneus brevis muscle spasm
C2197368  bilateral peroneus brevis muscle spasm (physical finding)
C2197369  anterior tibialis muscle spasm
C2197370  right anterior tibialis muscle spasm (physical finding)
C2197371  bilateral anterior tibialis muscle spasm
C2197372  right posterior tibialis muscle spasm (physical finding)
C2197373  bilateral posterior tibialis muscle spasm (physical finding)
C2197374  flexor hallucis longus muscle spasm (physical finding)
C2197375  right flexor hallucis longus muscle spasm (physical finding)
C2197376  bilateral flexor hallucis longus muscle spasm (physical finding)
C2197377  extensor digitorum longus muscle spasm (physical finding)
C2197378  right extensor digitorum longus muscle spasm
C2197379  bilateral extensor digitorum longus muscle spasm
C2197380  extensor digitorum brevis muscle spasm
C2197381  right extensor digitorum brevis muscle spasm
C2197382  bilateral extensor digitorum brevis muscle spasm (physical finding)
C2197391  Trendelenburg gait on right
C2197392  waddling gait on left
C2197399  balance limited while shifting weight
C2197400  balance limited while shifting weight from right to left (physical finding)
C2197401  balance limited while shifting weight from left to right
C2197402  spasm of medial aspect of flexor pollicis brevis muscle of right thumb (physical finding)
C2197403  spasm of lateral aspect of flexor pollicis brevis muscle of right thumb (physical finding)
C2197732  abdomen tenderness disproportionate to injury
C2197736  erythema of right forearm at fingerstick site (physical finding)
C2197742  erythema of left forearm at fingerstick site
C2197787  dry incision of face
C2197788  incision of face with uniform healing ridge (physical finding)
C2197789  incision of face with well-opposed edges
C2197790  erythematous incision of face (physical finding)
C2197791  indurated incision of face (physical finding)
C2197792  incision of face with tube drainage
C2197793  incision of face with specified hourly tube drainage (physical finding)
C2197794  incision of face with specified daily tube drainage (physical finding)
C2197795  incision of face with specified total tube drainage
C2198086  nonspecific abnormal results function studies of brain and central nervous system (diagnosis)
C2198087  nonspecific abnormal results function study of peripheral nervous system and senses (diagnosis)
C2198088  electro-oculography revealed nonspecific abnormal findings
C2198089  visual fields test nonspecific abnormal findings
C2198304  mass lesion of lateral ventricles
C2198305  mass lesion of right lateral ventricle
C2198306  mass lesion of left lateral ventricle (diagnosis)
C2198307  mass lesion of third ventricle
C2198308  mass lesion of fourth ventricle (diagnosis)
C2198592  2-month milestones: attentive to voices (symptom)
C2198825  binocular distance acuity (uncorrected): /___
C2198826  distance acuity binocular, uncorrected: (___/) (physical finding)
C2198827  uncorrected distance acuity in both eyes (20/___) (physical finding)
C2198828  distance binocular acuity w/ current Rx: 20/
C2198829  distance acuity left uncorrected light perception with projection (physical finding)
C2198830  distance acuity left uncorrected light perception without projection
C2198831  distance acuity left uncorrected: (/___) (physical finding)
C2198832  distance acuity left uncorrected: (___/) (physical finding)
C2198833  distance acuity left uncorrected: < 20/200 (physical finding)
C2198834  distance acuity left uncorrected: < 20/400 (physical finding)
C2198835  uncorrected distance acuity, left eye: 10/
C2198836  distance left acuity without Rx: 20/
C2198837  uncorrected distance acuity, left eye: 5/
C2198838  distance acuity left uncorrected: bare light perception (physical finding)
C2198839  distance acuity left uncorrected: color perceived
C2198840  finger counting distance for uncorrected left eye (physical finding)
C2198841  distance at which hand motion visible for uncorrected left eye (physical finding)
C2198842  distance acuity left uncorrected: no light perception
C2198843  distance acuity left uncorrected: pinhole: no improvement
C2198844  distance left acuity with current Rx: 20/
C2198845  distance acuity left with current correction: pinhole: no improvement
C2198846  distance acuity less than 20/400 (corrected) left eye only
C2198847  distance acuity right corrected less than 20/400 (physical finding)
C2198848  distance acuity right uncorrected light perception with projection
C2198849  distance acuity right uncorrected light perception without projection (physical finding)
C2198850  uncorrected distance acuity on right smallest row read: (/___) (physical finding)
C2198851  uncorrected distance acuity on right testing distance: (___/)
C2198852  distance acuity right uncorrected: < 20/200 (physical finding)
C2198853  distance acuity right uncorrected: < 20/400 (physical finding)
C2198854  uncorrected distance acuity, right eye: 10/
C2198855  distance right acuity without Rx: 20/
C2198856  uncorrected distance acuity, right eye: 5/
C2198857  distance acuity right uncorrected: bare light perception (physical finding)
C2198858  distance acuity right uncorrected: color perceived (physical finding)
C2198859  finger counting distance for uncorrected right eye
C2198860  distance at which hand motion visible for uncorrected right eye (physical finding)
C2198861  distance acuity right uncorrected: no light perception (physical finding)
C2198862  distance acuity right uncorrected: pinhole: no improvement
C2198863  distance right acuity with current Rx: 20/
C2198864  distance acuity right with current correction: pinhole: no improvement (physical finding)
C2199071  draining lump under skin of groin
C2199074  drawing apraxia (physical finding)
C2199233  dysdiadochokinesia was seen on the left
C2199234  dysdiadochokinesia was seen on the right
C2199247  impaired finger-to-nose movement was seen only on the left
C2199248  impaired finger-to-nose movement was seen only on the right
C2199249  impaired heel-to-shin movement was seen using the right heel
C2199250  impaired heel-to-shin movement was seen using the left heel
C2199251  dysmetria was seen on the left
C2199252  dysmetria was seen on the right
C2199253  impaired finger-to-nose movement was seen
C2199254  impaired heel-to-shin movement was seen
C2199255  bilateral impaired heel-to-shin movement was seen
C2199586  tenderness of triangular fossa (physical finding)
C2199587  tenderness of triangular fossa of both ears
C2199588  tenderness of triangular fossa of left ear
C2199589  tenderness of triangular fossa of right ear (physical finding)
C2199828  low-grade fever (99-101 degrees Fahrenheit) (physical finding)
C2199851  lumbar spine CT canal stenosis
C2200057  X-ray lumbosacral spine fracture compression
C2200102  painful lump in skin (symptom)
C2200103  lump in skin lasting for months (symptom)
C2200104  rapidly growing lump on surface of skin (symptom)
C2200110  lump under skin (symptom)
C2200463  right adnexal tenderness (physical finding)
C2200830  right biceps reflex
C2201152  erythema of right chest
C2201153  erythema of right chest at anterior axillary line
C2201154  erythema of right chest at mid-axillary line
C2201155  erythema of right chest at mid-clavicular line (physical finding)
C2201156  erythema of right chest at specified rib (#___) (physical finding)
C2201157  erythema of right chest extending to specified rib (#___) (physical finding)
C2201207  right ear tissue injury laceration bleeding
C2201208  right ear tissue injury laceration bleeding arterial
C2201209  right ear tissue injury laceration bleeding tissue
C2201210  right ear tissue injury laceration bleeding venous
C2201211  right ear tissue injury laceration deep
C2201212  right ear tissue injury laceration dehiscence
C2201213  right ear tissue injury laceration depth (___ mm)
C2201214  right ear tissue injury laceration direction
C2201215  right ear tissue injury laceration direction horizontal
C2201216  inferior lateral to superior medial laceration of right ear (physical finding)
C2201217  superior lateral to inferior medial laceration of right ear (physical finding)
C2201218  right ear tissue injury laceration direction vertical
C2201219  right ear tissue injury laceration edges
C2201220  right ear tissue injury laceration edges ragged
C2201221  right ear tissue injury laceration extending to fascia
C2201222  right ear tissue injury laceration full thickness
C2201223  right ear tissue injury laceration length (___ cm)
C2201224  right ear tissue injury laceration multiple
C2201225  laceration of right ear with adequately approximated postsuture edges
C2201226  laceration of right ear with approximation of postsuture edges (physical finding)
C2201227  laceration of right ear with poorly approximated postsuture edges (physical finding)
C2201228  laceration of right ear with well approximated postsuture edges (physical finding)
C2201229  right ear tissue injury laceration shape
C2201230  right ear tissue injury laceration shape angulated
C2201231  right ear tissue injury laceration shape angulated L-shaped
C2201232  right ear tissue injury laceration shape angulated V-shaped
C2201233  right ear tissue injury laceration shape angulated Y-shaped
C2201234  right ear tissue injury laceration shape curvilinear
C2201235  right ear tissue injury laceration shape irregular
C2201236  right ear tissue injury laceration shape jagged
C2201237  right ear tissue injury laceration shape straight
C2201238  right ear tissue injury laceration staples in place
C2201239  right ear tissue injury laceration sterile strips in place
C2201240  right ear tissue injury laceration subcutaneous
C2201241  right ear tissue injury laceration superficial
C2201242  right ear tissue injury laceration sutures in place
C2201243  right ear tissue injury laceration weeping
C2201244  right ear tissue injury laceration weeping bloody
C2201245  right ear tissue injury laceration weeping purulent
C2201246  right ear tissue injury laceration weeping serosanguineous
C2201247  right ear tissue injury laceration weeping serous
C2201248  right ear tissue injury laceration width (___ cm)
C2201249  right ear tissue injury laceration with aligned margins
C2201345  open wound of right ear with protruding cartilage
C2201372  open wound of right ear
C2201373  avulsion of right ear (physical finding)
C2201633  right eye skew deviation higher than left (physical finding)
C2202212  right inferior quadrantanopsia (diagnosis)
C2202567  sector defect of visual field of both eyes
C2202569  sector defect of visual field of right eye
C2203271  wide-based ataxic gait (physical finding)
C2203277  wine-stained teeth
C2203278  wing beating tremor
C2203279  wants to stop smoking
C2203280  wishing to stop smoking due to family pressure (history)
C2203281  wishing to stop smoking due to social pressure (history)
C2203282  wishing to stop smoking due to urging at work
C2203283  wishing to stop smoking for health reasons
C2203492  writing impaired grammar (physical finding)
C2203493  writing impaired organization
C2203494  writing impaired spelling (physical finding)
C2203615  yellow fingernail
C2203616  yellow nail hand left index finger lateral border
C2203617  yellow nail hand left little finger lateral border
C2203618  yellow nail hand left middle finger lateral border
C2203619  yellow nail hand left ring finger lateral border
C2203620  yellow nail hand right index finger lateral border
C2203621  yellow nail hand right little finger lateral border
C2203622  yellow nail hand right middle finger lateral border
C2203623  yellow nail hand right ring finger lateral border
C2203624  yellow nail hand left index finger
C2203625  yellow nail hand left little finger
C2203626  yellow nail hand left middle finger
C2203627  yellow nail hand left ring finger
C2203628  yellow nail hand left index finger medial border
C2203629  yellow nail hand left little finger medial border
C2203630  yellow nail hand left middle finger medial border
C2203631  yellow nail hand left ring finger medial border
C2203632  yellow nail hand right index finger medial border
C2203633  yellow nail hand right little finger medial border
C2203634  yellow nail hand right middle finger medial border
C2203635  yellow nail hand right ring finger medial border
